algoritmo,size_mb,object_id,ratio_compresion,tiempo_compresion_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_comp_s,tiempo_io_read_comp_s,tiempo_descompresion_s
BZ2,1000,20,1937.27x,709.972506,0.305715,0.322824,0.000274,0.000123,17.382237
BZ2,1000,21,1937.27x,710.113981,0.308040,0.325751,0.000277,0.000151,17.185999
BZ2,1000,22,1937.27x,711.097704,0.311825,0.330089,0.000283,0.000119,17.124663
BZ2,1000,23,1937.27x,710.241338,0.307786,0.327429,0.000265,0.000151,17.082693
BZ2,1000,24,1937.27x,710.125606,0.305129,0.323232,0.000268,0.000125,17.363968
BZ2,1000,25,1937.27x,709.000938,0.310963,0.326583,0.000281,0.000155,17.228507
BZ2,1000,26,1937.27x,709.968788,0.311674,0.328138,0.000271,0.000120,17.226520
BZ2,1000,27,1937.27x,709.555582,0.298614,0.328536,0.000281,0.000154,17.232695
BZ2,1000,28,1937.27x,709.270870,0.304715,0.328091,0.000284,0.000120,17.093810
BZ2,1000,29,1937.27x,709.436031,0.303746,0.325465,0.000262,0.000145,17.076689
BZ2,1000,30,1937.27x,710.797943,0.307993,0.323942,0.000285,0.000122,17.254064
BZ2,1000,31,1937.27x,708.197042,0.307891,0.329365,0.000260,0.000145,17.026246
LZMA,1,1,2545.09x,0.030794,0.000481,0.022725,0.000079,0.000018,0.024215
LZMA,1,2,2545.09x,0.030281,0.000456,0.000279,0.000079,0.000018,0.002550
LZMA,1,3,2545.09x,0.030621,0.000401,0.000283,0.000081,0.000018,0.001921
LZMA,1,4,2545.09x,0.029981,0.000422,0.000333,0.000077,0.000018,0.002495
LZMA,1,5,2545.09x,0.030544,0.000394,0.000363,0.000079,0.000017,0.001904
LZMA,1,6,2545.09x,0.030114,0.000375,0.000258,0.000135,0.000030,0.001933
LZMA,1,7,2545.09x,0.029836,0.000430,0.000418,0.000078,0.000018,0.001884
LZMA,1,8,2545.09x,0.029824,0.000473,0.000341,0.000075,0.000017,0.001906
LZMA,1,9,2545.09x,0.029774,0.000411,0.000333,0.000077,0.000018,0.001833
LZMA,1,10,2545.09x,0.028819,0.000399,0.000399,0.000075,0.000017,0.001895
LZMA,1,11,2545.09x,0.028785,0.000422,0.000381,0.000075,0.000017,0.001834
LZMA,1,12,2545.09x,0.028782,0.000410,0.000322,0.000076,0.000018,0.001839
LZMA,1,13,2545.09x,0.028786,0.000388,0.000357,0.000073,0.000017,0.001913
LZMA,1,14,2545.09x,0.028829,0.000399,0.000365,0.000074,0.000018,0.001854
LZMA,1,15,2545.09x,0.028788,0.000403,0.000323,0.000076,0.000018,0.001837
LZMA,1,16,2545.09x,0.028798,0.000381,0.000356,0.000073,0.000016,0.001863
LZMA,1,17,2545.09x,0.028753,0.000365,0.000377,0.000071,0.000021,0.001816
LZMA,1,18,2545.09x,0.028799,0.000394,0.000318,0.000073,0.000016,0.001850
LZMA,1,19,2545.09x,0.028959,0.000380,0.000363,0.000078,0.000018,0.001902
LZMA,1,20,2545.09x,0.029223,0.000382,0.000362,0.000076,0.000018,0.001857
LZMA,1,21,2545.09x,0.029184,0.000404,0.000322,0.000076,0.000018,0.001851
LZMA,1,22,2545.09x,0.029178,0.000397,0.000393,0.000077,0.000018,0.001910
LZMA,1,23,2545.09x,0.029149,0.000415,0.000377,0.000075,0.000018,0.001882
LZMA,1,24,2545.09x,0.029164,0.000404,0.000322,0.000076,0.000018,0.001851
LZMA,1,25,2545.09x,0.029153,0.000369,0.000357,0.000076,0.000017,0.001902
LZMA,1,26,2545.09x,0.028804,0.000394,0.000372,0.000075,0.000017,0.001853
LZMA,1,27,2545.09x,0.028841,0.000395,0.000331,0.000076,0.000018,0.001830
LZMA,1,28,2545.09x,0.028807,0.000394,0.000361,0.000073,0.000017,0.001894
LZMA,1,29,2545.09x,0.028825,0.000390,0.000384,0.000073,0.000017,0.001837
LZMA,1,30,2545.09x,0.028813,0.000410,0.000323,0.000075,0.000018,0.001826
LZMA,1,31,2545.09x,0.028793,0.000393,0.000361,0.000072,0.000018,0.001890
LZMA,10,1,5851.43x,0.270900,0.003259,0.002979,0.000092,0.000020,0.018572
LZMA,10,2,5851.43x,0.271905,0.002988,0.002743,0.000074,0.000019,0.018599
LZMA,10,3,5851.43x,0.274312,0.003000,0.002915,0.000076,0.000020,0.019259
LZMA,10,4,5851.43x,0.271641,0.003322,0.003146,0.000083,0.000022,0.018932
LZMA,10,5,5851.43x,0.273590,0.003250,0.002807,0.000081,0.000019,0.019179
LZMA,10,6,5851.43x,0.273596,0.003103,0.002922,0.000077,0.000020,0.019618
LZMA,10,7,5851.43x,0.280469,0.003264,0.002951,0.000081,0.000019,0.019494
LZMA,10,8,5851.43x,0.274068,0.003219,0.003111,0.000070,0.000017,0.019329
LZMA,10,9,5851.43x,0.272310,0.003255,0.002813,0.000079,0.000019,0.019330
LZMA,10,10,5851.43x,0.269499,0.003184,0.003155,0.000080,0.000019,0.019070
LZMA,10,11,5851.43x,0.274842,0.003333,0.003138,0.000072,0.000018,0.018905
LZMA,10,12,5851.43x,0.269875,0.003105,0.002867,0.000071,0.000019,0.019310
LZMA,10,13,5851.43x,0.270561,0.003270,0.002956,0.000077,0.000019,0.019478
LZMA,10,14,5851.43x,0.271881,0.003384,0.002886,0.000084,0.000020,0.019042
LZMA,10,15,5851.43x,0.271954,0.003224,0.002907,0.000078,0.000019,0.018982
LZMA,10,16,5851.43x,0.278934,0.002922,0.003930,0.000081,0.000020,0.018920
LZMA,10,17,5851.43x,0.273425,0.002952,0.002709,0.000082,0.000021,0.020170
LZMA,10,18,5851.43x,0.274363,0.003279,0.002931,0.000074,0.000017,0.018708
LZMA,10,19,5851.43x,0.273895,0.002879,0.002754,0.000080,0.000019,0.019265
LZMA,10,20,5851.43x,0.272284,0.002991,0.002770,0.000085,0.000020,0.018881
LZMA,10,21,5851.43x,0.270944,0.003151,0.002872,0.000072,0.000018,0.019369
LZMA,10,22,5851.43x,0.274914,0.003022,0.002868,0.000074,0.000020,0.019973
LZMA,10,23,5851.43x,0.278576,0.002976,0.002807,0.000080,0.000020,0.019320
LZMA,10,24,5851.43x,0.275758,0.003062,0.002726,0.000071,0.000018,0.018825
LZMA,10,25,5851.43x,0.271188,0.003357,0.003151,0.000076,0.000020,0.019427
LZMA,10,26,5851.43x,0.272062,0.003303,0.002820,0.000080,0.000019,0.019006
LZMA,10,27,5851.43x,0.271889,0.003234,0.002920,0.000071,0.000017,0.018831
LZMA,10,28,5851.43x,0.281926,0.003290,0.003172,0.000072,0.000018,0.020028
LZMA,10,29,5851.43x,0.273589,0.003345,0.002985,0.000080,0.000019,0.019273
LZMA,10,30,5851.43x,0.277305,0.003151,0.002937,0.000075,0.000018,0.019737
LZMA,10,31,5851.43x,0.274342,0.002935,0.002802,0.000078,0.000021,0.019725
LZMA,50,1,6643.28x,1.339482,0.015430,0.016824,0.000085,0.000021,0.102326
LZMA,50,2,6643.28x,1.368931,0.015541,0.016968,0.000083,0.000021,0.104960
LZMA,50,3,6643.28x,1.359630,0.014959,0.018049,0.000089,0.000023,0.106384
LZMA,50,4,6643.28x,1.354572,0.016617,0.016826,0.000085,0.000020,0.105075
LZMA,50,5,6643.28x,1.362172,0.015732,0.017589,0.000083,0.000020,0.105481
LZMA,50,6,6643.28x,1.349914,0.015442,0.017186,0.000083,0.000021,0.105978
LZMA,50,7,6643.28x,1.340839,0.015772,0.017223,0.000086,0.000023,0.105038
LZMA,50,8,6643.28x,1.358746,0.015214,0.016917,0.000084,0.000021,0.104604
LZMA,50,9,6643.28x,1.345667,0.016018,0.016551,0.000083,0.000021,0.110179
LZMA,50,10,6643.28x,1.349273,0.015540,0.017644,0.000083,0.000020,0.105563
LZMA,50,11,6643.28x,1.353173,0.015522,0.017441,0.000075,0.000020,0.104098
LZMA,50,12,6643.28x,1.345780,0.015911,0.017288,0.000081,0.000020,0.107551
LZMA,50,13,6643.28x,1.362089,0.015269,0.017103,0.000079,0.000020,0.106066
LZMA,50,14,6643.28x,1.361426,0.015652,0.016828,0.000078,0.000020,0.105447
LZMA,50,15,6643.28x,1.360660,0.015867,0.017453,0.000084,0.000021,0.105288
LZMA,50,16,6643.28x,1.352551,0.015643,0.017343,0.000083,0.000020,0.104360
LZMA,50,17,6643.28x,1.349884,0.015695,0.017121,0.000082,0.000022,0.105909
LZMA,50,18,6643.28x,1.356342,0.015422,0.017131,0.000085,0.000021,0.107859
LZMA,50,19,6643.28x,1.364627,0.015830,0.017139,0.000082,0.000020,0.106760
LZMA,50,20,6643.28x,1.348736,0.015720,0.017113,0.000082,0.000021,0.105902
LZMA,50,21,6643.28x,1.346804,0.015510,0.017071,0.000085,0.000021,0.107560
LZMA,50,22,6643.28x,1.357647,0.015709,0.017630,0.000084,0.000033,0.106301
LZMA,50,23,6643.28x,1.356183,0.015513,0.017363,0.000128,0.000024,0.104178
LZMA,50,24,6643.28x,1.363118,0.015929,0.017468,0.000088,0.000022,0.108350
LZMA,50,25,6643.28x,1.350037,0.015778,0.017558,0.000086,0.000021,0.106298
LZMA,50,26,6643.28x,1.349936,0.015464,0.017270,0.000083,0.000021,0.104527
LZMA,50,27,6643.28x,1.353146,0.015783,0.017302,0.000087,0.000022,0.107761
LZMA,50,28,6643.28x,1.349539,0.015786,0.017365,0.000083,0.000021,0.104837
LZMA,50,29,6643.28x,1.359787,0.015681,0.017074,0.000081,0.000020,0.104151
LZMA,50,30,6643.28x,1.354766,0.015672,0.017460,0.000089,0.000020,0.107788
LZMA,50,31,6643.28x,1.362661,0.015590,0.017253,0.000083,0.000021,0.105756
LZMA,100,1,6758.03x,2.696472,0.031475,0.033059,0.000083,0.000022,0.207612
LZMA,100,2,6758.03x,2.682918,0.030952,0.035572,0.000082,0.000023,0.207829
LZMA,100,3,6758.03x,2.697967,0.030769,0.033685,0.000087,0.000022,0.212611
LZMA,100,4,6758.03x,2.701534,0.028875,0.033298,0.000084,0.000021,0.209788
LZMA,100,5,6758.03x,2.719927,0.030165,0.032521,0.000084,0.000023,0.215965
LZMA,100,6,6758.03x,2.703880,0.030850,0.033493,0.000093,0.000023,0.213999
LZMA,100,7,6758.03x,2.704987,0.030766,0.034508,0.000084,0.000023,0.208286
LZMA,100,8,6758.03x,2.689344,0.031054,0.034699,0.000083,0.000022,0.206630
LZMA,100,9,6758.03x,2.708764,0.030300,0.033254,0.000088,0.000024,0.210148
LZMA,100,10,6758.03x,2.709410,0.030049,0.032905,0.000083,0.000020,0.206597
LZMA,100,11,6758.03x,2.703602,0.030340,0.033355,0.000080,0.000022,0.208765
LZMA,100,12,6758.03x,2.692925,0.030909,0.033886,0.000092,0.000023,0.209304
LZMA,100,13,6758.03x,2.706065,0.030207,0.033969,0.000078,0.000019,0.210806
LZMA,100,14,6758.03x,2.691581,0.030185,0.033675,0.000082,0.000022,0.208601
LZMA,100,15,6758.03x,2.715425,0.030244,0.033040,0.000089,0.000024,0.211467
LZMA,100,16,6758.03x,2.700334,0.030301,0.033247,0.000083,0.000022,0.211663
LZMA,100,17,6758.03x,2.698259,0.030946,0.033531,0.000086,0.000022,0.209312
LZMA,100,18,6758.03x,2.705053,0.030061,0.033836,0.000090,0.000022,0.209886
LZMA,100,19,6758.03x,2.699814,0.030507,0.033721,0.000085,0.000023,0.213810
LZMA,100,20,6758.03x,2.690384,0.031125,0.035195,0.000084,0.000021,0.207094
LZMA,100,21,6758.03x,2.710345,0.030455,0.033299,0.000080,0.000020,0.213652
LZMA,100,22,6758.03x,2.698779,0.030099,0.033326,0.000086,0.000023,0.211764
LZMA,100,23,6758.03x,2.692602,0.030335,0.033271,0.000083,0.000023,0.210563
LZMA,100,24,6758.03x,2.688195,0.030478,0.034071,0.000093,0.000023,0.211019
LZMA,100,25,6758.03x,2.706279,0.032642,0.034085,0.000085,0.000022,0.209525
LZMA,100,26,6758.03x,2.719841,0.030023,0.035305,0.000082,0.000022,0.207770
LZMA,100,27,6758.03x,2.706494,0.032165,0.033477,0.000088,0.000025,0.215142
LZMA,100,28,6758.03x,2.696236,0.030174,0.033139,0.000082,0.000022,0.211050
LZMA,100,29,6758.03x,2.686828,0.031034,0.033819,0.000081,0.000022,0.207647
LZMA,100,30,6758.03x,2.689764,0.030634,0.034710,0.000089,0.000023,0.212792
LZMA,100,31,6758.03x,2.699686,0.030765,0.033803,0.000084,0.000021,0.206615
LZMA,1000,1,6862.95x,26.851313,0.305890,0.303667,0.000118,0.000051,2.064022
LZMA,1000,2,6862.95x,26.850534,0.300790,0.325564,0.000126,0.000058,2.085230
LZMA,1000,3,6862.95x,26.888459,0.304449,0.326672,0.000137,0.000054,2.073146
LZMA,1000,4,6862.95x,26.800164,0.306703,0.328851,0.000114,0.000054,2.065664
LZMA,1000,5,6862.95x,26.759404,0.306920,0.327336,0.000123,0.000052,2.054384
LZMA,1000,6,6862.95x,26.706445,0.308549,0.329791,0.000120,0.000055,2.061525
LZMA,1000,7,6862.95x,26.754429,0.309090,0.324199,0.000132,0.000056,2.065781
LZMA,1000,8,6862.95x,26.703855,0.306987,0.327116,0.000110,0.000050,2.068297
LZMA,1000,9,6862.95x,26.747665,0.310219,0.329753,0.000125,0.000054,2.065858
LZMA,1000,10,6862.95x,26.683357,0.308069,0.332416,0.000124,0.000053,2.057636
LZMA,1000,11,6862.95x,26.767529,0.312715,0.327608,0.000128,0.000051,2.080297
LZMA,1000,12,6862.95x,26.670715,0.302622,0.326049,0.000112,0.000052,2.056459
LZMA,1000,13,6862.95x,26.619126,0.309117,0.326619,0.000121,0.000052,2.067803
LZMA,1000,14,6862.95x,26.604839,0.313264,0.330032,0.000121,0.000051,2.050138
LZMA,1000,15,6862.95x,26.693888,0.306089,0.325673,0.000218,0.000079,2.065350
LZMA,1000,16,6862.95x,26.639154,0.303339,0.328781,0.000116,0.000050,2.053845
LZMA,1000,17,6862.95x,26.665649,0.308022,0.326069,0.000129,0.000055,2.052080
LZMA,1000,18,6862.95x,26.584738,0.306403,0.326051,0.000119,0.000056,2.048820
LZMA,1000,19,6862.95x,26.639458,0.300630,0.323556,0.000129,0.000056,2.050849
LZMA,1000,20,6862.95x,26.640972,0.305242,0.326359,0.000125,0.000052,2.050300
LZMA,1000,21,6862.95x,26.613871,0.310776,0.329148,0.000127,0.000057,2.058706
LZMA,1000,22,6862.95x,26.583013,0.312320,0.327689,0.000125,0.000061,2.050173
LZMA,1000,23,6862.95x,26.565268,0.312872,0.327848,0.000124,0.000054,2.061146
LZMA,1000,24,6862.95x,26.627962,0.301123,0.328176,0.000111,0.000051,2.059859
LZMA,1000,25,6862.95x,26.603046,0.312129,0.329313,0.000122,0.000051,2.069692
LZMA,1000,26,6862.95x,26.566630,0.312920,0.331299,0.000122,0.000052,2.050640
LZMA,1000,27,6862.95x,26.645125,0.303096,0.325026,0.000129,0.000058,2.052884
LZMA,1000,28,6862.95x,26.609569,0.305570,0.326528,0.000109,0.000057,2.051048
LZMA,1000,29,6862.95x,26.586738,0.309164,0.325498,0.000122,0.000052,2.047720
LZMA,1000,30,6862.95x,26.526774,0.305682,0.325508,0.000121,0.000056,2.056353
LZMA,1000,31,6862.95x,26.589965,0.305516,0.324812,0.000133,0.000057,2.057455
LZ4,1,1,60.91x,0.000258,0.000369,0.023487,0.000075,0.000020,0.022984
LZ4,1,2,60.91x,0.000238,0.000434,0.000310,0.000069,0.000018,0.000346
LZ4,1,3,60.91x,0.000236,0.000223,0.000269,0.000042,0.000015,0.000358
LZ4,1,4,60.91x,0.000235,0.000353,0.000199,0.000038,0.000014,0.000412
LZ4,1,5,60.91x,0.000233,0.000357,0.000223,0.000034,0.000014,0.000358
LZ4,1,6,60.91x,0.000236,0.000226,0.000290,0.000041,0.000014,0.000364
LZ4,1,7,60.91x,0.000233,0.000354,0.000221,0.000034,0.000015,0.000338
LZ4,1,8,60.91x,0.000233,0.000355,0.000206,0.000036,0.000015,0.000375
LZ4,1,9,60.91x,0.000235,0.000227,0.000274,0.000042,0.000015,0.000369
LZ4,1,10,60.91x,0.000234,0.000365,0.000217,0.000037,0.000014,0.000357
LZ4,1,11,60.91x,0.000232,0.000380,0.000243,0.000032,0.000015,0.000351
LZ4,1,12,60.91x,0.000233,0.000219,0.000279,0.000041,0.000014,0.000364
LZ4,1,13,60.91x,0.000233,0.000339,0.000268,0.000037,0.000014,0.000333
LZ4,1,14,60.91x,0.000233,0.000350,0.000217,0.000035,0.000014,0.000364
LZ4,1,15,60.91x,0.000236,0.000214,0.000272,0.000043,0.000016,0.000364
LZ4,1,16,60.91x,0.000232,0.000355,0.000218,0.000035,0.000015,0.000360
LZ4,1,17,60.91x,0.000232,0.000357,0.000238,0.000063,0.000017,0.000357
LZ4,1,18,60.91x,0.000235,0.000212,0.000273,0.000040,0.000014,0.000366
LZ4,1,19,60.91x,0.000232,0.000361,0.000235,0.000034,0.000014,0.000366
LZ4,1,20,60.91x,0.000233,0.000344,0.000216,0.000034,0.000014,0.000365
LZ4,1,21,60.91x,0.000234,0.000213,0.000269,0.000040,0.000014,0.000369
LZ4,1,22,60.91x,0.000233,0.000334,0.000210,0.000037,0.000015,0.000365
LZ4,1,23,60.91x,0.000232,0.000360,0.000240,0.000034,0.000014,0.000358
LZ4,1,24,60.91x,0.000234,0.000228,0.000250,0.000041,0.000015,0.000362
LZ4,1,25,60.91x,0.000232,0.000359,0.000238,0.000035,0.000014,0.000339
LZ4,1,26,60.91x,0.000233,0.000387,0.000227,0.000035,0.000015,0.000360
LZ4,1,27,60.91x,0.000233,0.000213,0.000276,0.000042,0.000015,0.000374
LZ4,1,28,60.91x,0.000234,0.000347,0.000232,0.000040,0.000016,0.000368
LZ4,1,29,60.91x,0.000233,0.000361,0.000243,0.000035,0.000014,0.000361
LZ4,1,30,60.91x,0.000234,0.000217,0.000270,0.000045,0.000015,0.000357
LZ4,1,31,60.91x,0.000232,0.000353,0.000230,0.000034,0.000014,0.000337
LZ4,10,1,61.39x,0.002297,0.003300,0.003010,0.000100,0.000048,0.005277
LZ4,10,2,61.39x,0.002278,0.003250,0.002733,0.000106,0.000050,0.004867
LZ4,10,3,61.39x,0.002299,0.003165,0.003625,0.000098,0.000047,0.005021
LZ4,10,4,61.39x,0.002274,0.002866,0.002834,0.000097,0.000042,0.004489
LZ4,10,5,61.39x,0.002286,0.003435,0.003081,0.000108,0.000048,0.004449
LZ4,10,6,61.39x,0.002245,0.003179,0.003057,0.000104,0.000032,0.004532
LZ4,10,7,61.39x,0.002245,0.003396,0.002976,0.000113,0.000042,0.004533
LZ4,10,8,61.39x,0.002272,0.003243,0.003059,0.000112,0.000043,0.004511
LZ4,10,9,61.39x,0.002262,0.003335,0.002993,0.000103,0.000032,0.005051
LZ4,10,10,61.39x,0.002275,0.003391,0.003067,0.000111,0.000044,0.004420
LZ4,10,11,61.39x,0.002249,0.003299,0.002995,0.000128,0.000041,0.004978
LZ4,10,12,61.39x,0.002260,0.003140,0.002986,0.000112,0.000048,0.004973
LZ4,10,13,61.39x,0.002257,0.003441,0.002966,0.000108,0.000031,0.005086
LZ4,10,14,61.39x,0.002276,0.003323,0.003095,0.000104,0.000033,0.004528
LZ4,10,15,61.39x,0.002335,0.003332,0.003848,0.000090,0.000032,0.005229
LZ4,10,16,61.39x,0.002276,0.002865,0.002647,0.000098,0.000055,0.005256
LZ4,10,17,61.39x,0.002261,0.002929,0.002643,0.000107,0.000051,0.004973
LZ4,10,18,61.39x,0.002250,0.002960,0.002712,0.000110,0.000048,0.004949
LZ4,10,19,61.39x,0.002304,0.003129,0.003976,0.000107,0.000053,0.005102
LZ4,10,20,61.39x,0.002279,0.003758,0.003376,0.000105,0.000043,0.005318
LZ4,10,21,61.39x,0.002282,0.003075,0.002820,0.000100,0.000049,0.004405
LZ4,10,22,61.39x,0.002251,0.003207,0.002822,0.000105,0.000046,0.004475
LZ4,10,23,61.39x,0.002254,0.003107,0.003044,0.000111,0.000049,0.004389
LZ4,10,24,61.39x,0.002272,0.003221,0.002984,0.000114,0.000045,0.004427
LZ4,10,25,61.39x,0.002322,0.003400,0.003043,0.000105,0.000035,0.004475
LZ4,10,26,61.39x,0.002252,0.003366,0.003012,0.000106,0.000033,0.004526
LZ4,10,27,61.39x,0.002248,0.003310,0.003014,0.000113,0.000042,0.004493
LZ4,10,28,61.39x,0.002260,0.003452,0.002953,0.000106,0.000032,0.004475
LZ4,10,29,61.39x,0.002251,0.003296,0.003155,0.000105,0.000033,0.005642
LZ4,10,30,61.39x,0.002261,0.003279,0.003004,0.000104,0.000033,0.004508
LZ4,10,31,61.39x,0.002302,0.003553,0.002988,0.000109,0.000034,0.004585
LZ4,50,1,61.50x,0.011645,0.014775,0.014650,0.000226,0.000179,0.025761
LZ4,50,2,61.50x,0.011389,0.014319,0.015747,0.000211,0.001339,0.027086
LZ4,50,3,61.50x,0.011314,0.014953,0.015805,0.000239,0.000165,0.027244
LZ4,50,4,61.50x,0.011622,0.014738,0.015941,0.000222,0.000164,0.027144
LZ4,50,5,61.50x,0.011719,0.015027,0.016033,0.000199,0.000115,0.027676
LZ4,50,6,61.50x,0.011635,0.014835,0.015809,0.000229,0.000174,0.027556
LZ4,50,7,61.50x,0.011931,0.014973,0.015923,0.000238,0.000210,0.027438
LZ4,50,8,61.50x,0.012223,0.014945,0.015689,0.000212,0.000144,0.027994
LZ4,50,9,61.50x,0.011677,0.014951,0.016082,0.000226,0.000181,0.027718
LZ4,50,10,61.50x,0.012208,0.014766,0.015858,0.000224,0.000171,0.027981
LZ4,50,11,61.50x,0.011699,0.014698,0.015837,0.000204,0.000139,0.027526
LZ4,50,12,61.50x,0.011645,0.014790,0.016071,0.000225,0.000177,0.027308
LZ4,50,13,61.50x,0.011649,0.014842,0.015955,0.000221,0.000171,0.027304
LZ4,50,14,61.50x,0.011672,0.014570,0.016139,0.000243,0.000201,0.027877
LZ4,50,15,61.50x,0.011772,0.015096,0.016273,0.000203,0.000129,0.028004
LZ4,50,16,61.50x,0.011667,0.014780,0.016129,0.000206,0.000133,0.027727
LZ4,50,17,61.50x,0.012607,0.015895,0.016219,0.000210,0.000126,0.028545
LZ4,50,18,61.50x,0.011659,0.015955,0.016101,0.000207,0.000134,0.027575
LZ4,50,19,61.50x,0.011655,0.014750,0.015828,0.000203,0.000124,0.027085
LZ4,50,20,61.50x,0.011640,0.014900,0.015538,0.000223,0.000167,0.027576
LZ4,50,21,61.50x,0.011706,0.015082,0.015890,0.000225,0.000177,0.027663
LZ4,50,22,61.50x,0.011265,0.014825,0.015683,0.000225,0.000178,0.027273
LZ4,50,23,61.50x,0.011500,0.014750,0.015688,0.000238,0.000191,0.027607
LZ4,50,24,61.50x,0.011666,0.014568,0.015788,0.000229,0.000190,0.028279
LZ4,50,25,61.50x,0.011932,0.014848,0.016048,0.000243,0.000200,0.027056
LZ4,50,26,61.50x,0.011406,0.015133,0.016929,0.000208,0.000127,0.027064
LZ4,50,27,61.50x,0.011688,0.015649,0.016212,0.000230,0.000188,0.027615
LZ4,50,28,61.50x,0.011682,0.015796,0.016197,0.000247,0.000203,0.027543
LZ4,50,29,61.50x,0.011490,0.015284,0.015831,0.000205,0.000129,0.027789
LZ4,50,30,61.50x,0.011713,0.014950,0.015818,0.000260,0.000209,0.027231
LZ4,50,31,61.50x,0.011658,0.014850,0.015961,0.000208,0.000129,0.027390
LZ4,100,1,61.73x,0.023298,0.029756,0.031013,0.000534,0.000515,0.058477
LZ4,100,2,61.73x,0.023804,0.030709,0.032326,0.000530,0.000527,0.057831
LZ4,100,3,61.73x,0.023826,0.030462,0.033073,0.000450,0.000522,0.056023
LZ4,100,4,61.73x,0.023209,0.031288,0.034007,0.000454,0.000504,0.055159
LZ4,100,5,61.73x,0.023766,0.030555,0.034635,0.000423,0.000494,0.056452
LZ4,100,6,61.73x,0.022735,0.030176,0.033187,0.000409,0.000515,0.058290
LZ4,100,7,61.73x,0.023058,0.030205,0.031933,0.000455,0.000490,0.058665
LZ4,100,8,61.73x,0.023217,0.029591,0.031205,0.000407,0.000493,0.056389
LZ4,100,9,61.73x,0.023351,0.030201,0.032589,0.000417,0.000525,0.054793
LZ4,100,10,61.73x,0.023212,0.031787,0.034239,0.000450,0.000498,0.054984
LZ4,100,11,61.73x,0.023937,0.030248,0.034728,0.000420,0.000501,0.056383
LZ4,100,12,61.73x,0.022912,0.029578,0.033481,0.000414,0.000521,0.058643
LZ4,100,13,61.73x,0.023835,0.029469,0.031937,0.000459,0.000486,0.058828
LZ4,100,14,61.73x,0.024137,0.030165,0.034713,0.000417,0.000500,0.056253
LZ4,100,15,61.73x,0.022837,0.030476,0.033005,0.000419,0.000510,0.054641
LZ4,100,16,61.73x,0.023599,0.031366,0.034659,0.000457,0.000502,0.056241
LZ4,100,17,61.73x,0.023287,0.030437,0.034603,0.000418,0.000486,0.055160
LZ4,100,18,61.73x,0.023784,0.031419,0.033538,0.000424,0.000524,0.058952
LZ4,100,19,61.73x,0.023822,0.031944,0.034066,0.000454,0.000493,0.059174
LZ4,100,20,61.73x,0.023218,0.029282,0.032376,0.000430,0.000441,0.056732
LZ4,100,21,61.73x,0.023369,0.030147,0.032373,0.000418,0.000544,0.056232
LZ4,100,22,61.73x,0.024303,0.031550,0.034641,0.000462,0.000502,0.056744
LZ4,100,23,61.73x,0.035264,0.030301,0.034278,0.000490,0.000457,0.065692
LZ4,100,24,61.73x,0.023261,0.029839,0.032762,0.000423,0.000524,0.062237
LZ4,100,25,61.73x,0.023301,0.029578,0.032596,0.000465,0.000520,0.058889
LZ4,100,26,61.73x,0.024328,0.030222,0.032966,0.000425,0.000537,0.056970
LZ4,100,27,61.73x,0.024615,0.030290,0.033149,0.000436,0.000512,0.057881
LZ4,100,28,61.73x,0.023792,0.031268,0.033930,0.000456,0.000503,0.056003
LZ4,100,29,61.73x,0.023245,0.032213,0.034808,0.000420,0.000510,0.056570
LZ4,100,30,61.73x,0.030549,0.031825,0.037373,0.000445,0.000531,0.058258
LZ4,100,31,61.73x,0.023830,0.030320,0.033019,0.000482,0.000487,0.058741
LZ4,1000,1,61.66x,0.241029,0.301571,0.305779,0.005501,0.005306,0.533594
LZ4,1000,2,61.66x,0.245907,0.307124,0.327660,0.005053,0.004832,0.557309
LZ4,1000,3,61.66x,0.239453,0.308769,0.330098,0.005129,0.004681,0.577034
LZ4,1000,4,61.66x,0.241506,0.311076,0.340096,0.005111,0.004925,0.563057
LZ4,1000,5,61.66x,0.245464,0.301295,0.329311,0.005095,0.004908,0.566142
LZ4,1000,6,61.66x,0.243814,0.313653,0.344175,0.005100,0.004541,0.586921
LZ4,1000,7,61.66x,0.245784,0.314548,0.328805,0.005105,0.004643,0.592587
LZ4,1000,8,61.66x,0.246682,0.314936,0.329591,0.005126,0.004850,0.578477
LZ4,1000,9,61.66x,0.246527,0.309602,0.329938,0.005121,0.004642,0.573817
LZ4,1000,10,61.66x,0.246563,0.317965,0.328218,0.005033,0.004769,0.565392
LZ4,1000,11,61.66x,0.246802,0.310316,0.336419,0.005197,0.005007,0.597369
LZ4,1000,12,61.66x,0.246516,0.310459,0.329547,0.005127,0.004616,0.585451
LZ4,1000,13,61.66x,0.248618,0.309620,0.350536,0.005114,0.004860,0.577723
LZ4,1000,14,61.66x,0.269762,0.313199,0.333079,0.005111,0.004922,0.563028
LZ4,1000,15,61.66x,0.251473,0.313969,0.336572,0.005120,0.004639,0.590599
LZ4,1000,16,61.66x,0.277056,0.314290,0.338896,0.005040,0.004830,0.570750
LZ4,1000,17,61.66x,0.245982,0.304912,0.330113,0.005099,0.004907,0.568437
LZ4,1000,18,61.66x,0.265361,0.317901,0.331524,0.005451,0.004736,0.573076
LZ4,1000,19,61.66x,0.253003,0.313376,0.343946,0.005096,0.004627,0.566156
