stage,stage_name,pipeline,task_index,task_name,algorithm,jobs,wall_seconds,avg_wall_seconds,simulated_seconds,avg_simulated_seconds
1,stage1,application,0,application,,8,1.901673,0.237709,1805.993652,225.749207
1,stage1,output,0,hash_calculate,SHA256,8,0.614322,0.076790,589.844173,73.730522
1,stage1,output,1,compress,ZLIB,8,0.599128,0.074891,589.844185,73.730523
1,stage1,combined,-1,combined,,24,3.115123,0.129797,2985.682011,124.403417
2,stage2,input,0,uncompress,ZLIB,8,0.559577,0.069947,589.844185,73.730523
2,stage2,input,1,hash_verify,SHA256,8,0.613271,0.076659,589.844173,73.730522
2,stage2,application,0,application,,8,0.636836,0.079605,605.257448,75.657181
2,stage2,output,0,encrypt,RS,8,0.635232,0.079404,589.844185,73.730523
2,stage2,output,1,hash_calculate,BLAKE3,8,0.646151,0.080769,589.844173,73.730522
2,stage2,combined,-1,combined,,40,3.091067,0.077277,2964.634165,74.115854
3,stage3,input,0,hash_verify,BLAKE3,8,0.670332,0.083791,589.844173,73.730522
3,stage3,input,1,unencrypt,RS,8,0.648415,0.081052,589.844208,73.730526
3,stage3,application,0,application,,8,0.630964,0.078871,971.171480,121.396435
3,stage3,output,0,compress,LZ4,8,0.611139,0.076392,589.844101,73.730513
3,stage3,output,1,encrypt,RS,8,0.617725,0.077216,589.844269,73.730534
3,stage3,output,2,hash_calculate,SHA3_256,8,0.585714,0.073214,589.844125,73.730516
3,stage3,combined,-1,combined,,48,3.764289,0.078423,3920.392357,81.674841
4,stage4,input,0,hash_verify,SHA3_256,8,0.603659,0.075457,589.844222,73.730528
4,stage4,input,1,unencrypt,RS,8,0.584982,0.073123,589.844173,73.730522
4,stage4,input,2,uncompress,LZ4,8,0.582078,0.072760,589.844173,73.730522
4,stage4,application,0,application,,8,0.599752,0.074969,997.369022,124.671128
4,stage4,output,0,hash_calculate,SHA256,8,0.549310,0.068664,589.844078,73.730510
4,stage4,combined,-1,combined,,40,2.919782,0.072995,3356.745669,83.918642
