size_mb,k_datos,m_paridad,object_id,tiempo_encoding_s,tiempo_decoding_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_frag_s,tiempo_io_read_frag_s
1000,4,2,17,1.599389,0.407177,0.956598,0.413448,2.755310,0.612663
1000,4,2,18,1.599177,0.408916,8.262885,0.428129,12.521387,0.616993
1000,4,2,19,1.599276,0.396202,1.374005,0.412537,1.605655,0.625116
1000,4,2,20,1.597559,0.403851,0.944172,0.410123,3.517258,0.624279
1000,4,2,21,1.597364,0.413144,9.644963,0.424945,11.390306,0.564427
1000,4,2,22,1.599981,0.393896,0.955232,0.415260,1.552447,0.623612
1000,4,2,23,1.594999,0.400204,0.933020,0.403155,1.585063,0.580668
1000,4,2,24,1.599079,0.382848,0.965764,0.412232,1.565662,0.563877
1000,4,2,25,1.607462,0.398928,8.724126,0.426998,13.232440,0.630297
1000,4,2,26,1.606027,0.412006,4.240250,0.427669,4.912926,0.626190
1000,4,2,27,1.603056,0.406531,3.449286,0.420367,5.156657,0.612125
1000,4,2,28,1.596466,0.395798,3.703437,0.426105,15.356316,0.626429
1000,4,2,29,1.599397,0.410290,8.623357,0.398664,10.915765,0.600527
1000,4,2,30,1.599597,0.384310,0.960864,0.413401,1.560542,0.589812
1000,4,2,31,1.599307,0.380537,0.950397,0.413978,7.982530,0.598845
1000,8,4,1,2.670673,0.406997,9.118529,0.404800,5.191844,0.599751
1000,8,4,2,2.680255,0.404403,0.955927,0.408053,1.542024,0.588664
1000,8,4,3,2.680176,0.394628,0.957959,0.418144,1.484483,0.580740
1000,8,4,4,2.681255,0.406889,2.842444,0.425287,12.374836,0.627569
1000,8,4,5,2.677884,0.403148,5.766380,0.417753,1.572603,0.584959
1000,8,4,6,2.683907,0.395113,1.765479,0.423830,12.305085,0.582266
1000,8,4,7,2.683438,0.404156,7.412471,0.414464,1.565110,0.595298
1000,8,4,8,2.683571,0.380786,5.100018,0.424840,13.009768,0.598428
1000,8,4,9,2.682795,0.396700,3.060184,0.414656,1.505670,0.602522
1000,8,4,10,2.682585,0.412504,0.957510,0.409617,10.884562,0.605784
1000,8,4,11,2.679104,0.406180,8.893873,0.404529,2.128112,0.588929
1000,8,4,12,2.677266,0.383961,0.951676,0.410318,1.572859,0.580409
1000,8,4,13,2.678396,0.405679,0.949976,0.417986,3.443970,0.628489
1000,8,4,14,2.681688,0.405590,8.326045,0.425748,11.533476,0.597014
1000,8,4,15,2.682827,0.393647,1.945099,0.424442,2.449841,0.569157
1000,8,4,16,2.678054,0.403336,1.680947,0.418486,8.545580,0.596728
1000,8,4,17,2.680434,0.386887,8.583347,0.404304,11.503550,0.593579
1000,8,4,18,2.691999,0.383386,1.619534,0.405546,1.548734,0.567848
1000,8,4,19,2.690266,0.408766,0.960223,0.415630,8.468194,0.599721
1000,8,4,20,2.692571,0.387349,8.723890,0.398265,6.545158,0.564969
1000,8,4,21,2.682027,0.384188,0.958409,0.416441,1.587764,0.569172
1000,8,4,22,2.683144,0.387213,0.966810,0.411510,1.562726,0.569143
1000,8,4,23,2.693484,0.380683,3.493296,0.428237,12.596835,0.589805
1000,8,4,24,2.690021,0.385139,4.745506,0.417961,1.940661,0.566838
1000,8,4,25,2.694823,0.383283,1.231899,0.415525,1.964036,0.564859
1000,8,4,26,2.691356,0.384019,4.251362,0.422416,16.416050,0.595148
1000,8,4,27,2.676599,0.395540,7.910881,0.404598,1.799291,0.600539
1000,8,4,28,2.685479,0.411372,0.956798,0.407978,1.557587,0.596755
1000,8,4,29,2.690568,0.411229,0.969074,0.410174,3.656747,0.623413
1000,8,4,30,2.679197,0.396742,8.714018,0.426065,11.648209,0.603905
1000,8,4,31,2.682679,0.409090,0.933914,0.403871,1.505695,0.600583
1000,10,4,1,2.654593,0.403686,0.951431,0.409620,1.304929,0.545847
1000,10,4,2,2.649620,0.387149,1.808087,0.429253,12.637381,0.585132
1000,10,4,3,2.650856,0.410777,7.677339,0.423802,1.260830,0.558134
1000,10,4,4,2.647860,0.406562,0.970051,0.415632,9.909108,0.571412
1000,10,4,5,2.650136,0.387941,8.716066,0.419227,6.773404,0.556076
1000,10,4,6,2.649946,0.411113,1.223397,0.419585,1.602065,0.555911
1000,10,4,7,2.649254,0.407519,1.236893,0.411840,1.584615,0.540858
1000,10,4,8,2.674211,0.379486,2.600322,0.426607,12.632500,0.566033
1000,10,4,9,2.662164,0.413028,7.473938,0.424440,1.716116,0.534700
1000,10,4,10,2.667069,0.401692,1.244849,0.423639,1.578028,0.521290
1000,10,4,11,2.674324,0.392425,1.225449,0.415327,7.829958,0.556639
1000,10,4,12,2.649638,0.411286,9.180880,0.404789,5.225755,0.554299
1000,10,4,13,2.654138,0.385419,0.962585,0.406769,1.268031,0.523166
1000,10,4,14,2.653364,0.392209,0.963554,0.416157,1.235522,0.528929
1000,10,4,15,2.650324,0.387416,0.934505,0.408727,10.781103,0.557278
1000,10,4,16,2.649160,0.401823,8.512589,0.426304,14.848354,0.555006
1000,10,4,17,2.658578,0.393926,7.997945,0.424861,1.480269,0.524819
1000,10,4,18,2.664915,0.412345,0.967582,0.416712,4.739486,0.557589
1000,10,4,19,2.650288,0.399835,8.630506,0.423291,13.429836,0.551941
1000,10,4,20,2.656864,0.389157,8.754782,0.404271,5.762327,0.529328
1000,10,4,21,2.661636,0.406713,0.960804,0.408839,1.253987,0.523946
1000,10,4,22,2.664302,0.388800,0.972610,0.413274,8.418586,0.553988
1000,10,4,23,2.660450,0.394741,8.797259,0.426817,7.135073,0.527093
1000,10,4,24,2.657360,0.411261,0.971638,0.410127,1.259143,0.533861
1000,10,4,25,2.658613,0.409913,8.464660,0.426520,11.142755,0.520739
1000,10,4,26,2.662073,0.394604,0.969633,0.417571,1.274364,0.526215
1000,10,4,27,2.659681,0.406518,5.975425,0.422953,12.259454,0.589829
1000,10,4,28,2.647681,0.400731,3.611056,0.410688,1.215326,0.540391
1000,10,4,29,2.645510,0.382273,3.498259,0.422476,11.814905,0.569822
1000,10,4,30,2.650753,0.386917,5.703500,0.422022,1.617701,0.526335
1000,10,4,31,2.669417,0.408245,0.958536,0.410493,7.535116,0.552577
