algoritmo,size_mb,object_id,time_seconds,tiempo_io_write_orig_s,tiempo_io_read_orig_s
HMAC_SHA256,1000,18,0.683588,0.305446,0.319026
HMAC_SHA256,1000,19,0.683744,0.304379,0.319107
HMAC_SHA256,1000,20,0.683531,0.300130,0.319996
HMAC_SHA256,1000,21,0.683792,0.297753,0.319781
HMAC_SHA256,1000,22,0.683836,0.304470,0.319973
HMAC_SHA256,1000,23,0.683866,0.306627,0.316990
HMAC_SHA256,1000,24,0.683780,0.306877,0.322018
HMAC_SHA256,1000,25,0.683531,0.304040,0.319357
HMAC_SHA256,1000,26,0.683642,0.305094,0.318996
HMAC_SHA256,1000,27,0.683870,0.304768,0.319157
HMAC_SHA256,1000,28,0.683911,0.306942,0.321484
HMAC_SHA256,1000,29,0.683464,0.302406,0.324852
HMAC_SHA256,1000,30,0.683925,0.295040,0.318021
HMAC_SHA256,1000,31,0.683947,0.301682,0.318587
