stage,stage_name,workers,objects,input_stage_seconds,input_compression_seconds,input_hash_seconds,input_crypto_seconds,application_seconds,output_stage_seconds,output_compression_seconds,output_hash_seconds,output_crypto_seconds,total_seconds,input_requirement_1,input_requirement_1_seconds,input_requirement_2,input_requirement_2_seconds,input_requirement_3,input_requirement_3_seconds,output_requirement_1,output_requirement_1_seconds,output_requirement_2,output_requirement_2_seconds,output_requirement_3,output_requirement_3_seconds
1,stage1,8,100,0.000000,0.000000,0.000000,0.000000,71.063080,42.889619,20.142744,22.746876,0.000000,113.952699,,0.000000,,0.000000,,0.000000,hash_calculate:SHA256,22.746876,compress:ZLIB,20.142744,,0.000000
2,stage2,8,100,35.705684,17.852842,17.852842,0.000000,23.414289,35.705684,0.000000,17.852842,17.852842,94.825657,uncompress:ZLIB,17.852842,hash_verify:SHA256,17.852842,,0.000000,encrypt:RS,17.852842,hash_calculate:BLAKE3,17.852842,,0.000000
3,stage3,8,100,62.570475,0.000000,31.148848,31.421627,49.199123,56.288973,20.583289,17.852845,17.852839,168.058571,hash_verify:BLAKE3,31.148848,unencrypt:RS,31.421627,,0.000000,compress:LZ4,20.583289,encrypt:RS,17.852839,hash_calculate:SHA3_256,17.852845
4,stage4,8,100,53.558523,17.852845,17.852833,17.852845,37.315834,17.852833,0.000000,17.852833,0.000000,108.727190,hash_verify:SHA3_256,17.852833,unencrypt:RS,17.852845,uncompress:LZ4,17.852845,hash_calculate:SHA256,17.852833,,0.000000,,0.000000
