stage,stage_name,pipeline,task_index,task_name,algorithm,jobs,wall_seconds,avg_wall_seconds,simulated_seconds,avg_simulated_seconds
1,stage1,application,0,application,,8,0.552202,0.069025,427.460981,53.432623
1,stage1,output,0,hash_calculate,SHA256,8,0.578603,0.072325,138.319803,17.289975
1,stage1,output,1,compress,ZLIB,8,0.596515,0.074564,137.463292,17.182911
1,stage1,combined,-1,combined,,24,1.727320,0.071972,703.244076,29.301836
2,stage2,input,0,uncompress,ZLIB,8,0.592469,0.074059,136.358036,17.044754
2,stage2,input,1,hash_verify,SHA256,8,0.595440,0.074430,136.786174,17.098272
2,stage2,application,0,application,,8,0.603090,0.075386,155.818940,19.477367
2,stage2,output,0,encrypt,RS,8,0.605239,0.075655,136.949624,17.118703
2,stage2,output,1,hash_calculate,BLAKE3,8,0.603541,0.075443,136.924903,17.115613
2,stage2,combined,-1,combined,,40,2.999779,0.074994,702.837677,17.570942
3,stage3,input,0,hash_verify,BLAKE3,8,0.593683,0.074210,141.525863,17.690733
3,stage3,input,1,unencrypt,RS,8,0.612987,0.076623,141.609607,17.701201
3,stage3,application,0,application,,8,0.632422,0.079053,214.008706,26.751088
3,stage3,output,0,compress,LZ4,8,0.623873,0.077984,137.530873,17.191359
3,stage3,output,1,encrypt,RS,8,0.626731,0.078341,136.079330,17.009916
3,stage3,output,2,hash_calculate,SHA3_256,8,0.607806,0.075976,136.079304,17.009913
3,stage3,combined,-1,combined,,48,3.697501,0.077031,906.833682,18.892368
4,stage4,input,0,hash_verify,SHA3_256,8,0.593641,0.074205,136.079309,17.009914
4,stage4,input,1,unencrypt,RS,8,0.591655,0.073957,136.079309,17.009914
4,stage4,input,2,uncompress,LZ4,8,0.581542,0.072693,136.747049,17.093381
4,stage4,application,0,application,,8,0.561244,0.070155,219.670702,27.458838
4,stage4,output,0,hash_calculate,SHA256,8,0.548517,0.068565,136.921575,17.115197
4,stage4,combined,-1,combined,,40,2.876599,0.071915,765.497944,19.137449
