size_mb,k_datos,m_paridad,object_id,tiempo_encoding_s,tiempo_decoding_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_frag_s,tiempo_io_read_frag_s
1000,4,2,12,1.461918,0.292627,0.314479,0.327355,0.471523,0.451995
1000,4,2,13,1.456125,0.287709,0.309292,0.322955,0.470306,0.460091
1000,4,2,14,1.453712,0.292626,0.316810,0.326683,0.465235,0.456738
1000,4,2,15,1.455499,0.290611,0.313507,0.329121,0.473761,0.451606
1000,4,2,16,1.458471,0.294081,0.311545,0.325377,0.473044,0.454299
1000,4,2,17,1.452693,0.292521,0.313593,0.325163,0.466827,0.455187
1000,4,2,18,1.456638,0.292064,0.311850,0.326219,0.470260,0.455452
1000,4,2,19,1.454900,0.290886,0.316232,0.325483,0.469525,0.457557
1000,4,2,20,1.460172,0.293108,0.315890,0.329696,0.467514,0.455627
1000,4,2,21,1.457429,0.294817,0.309420,0.322893,0.467562,0.455190
1000,4,2,22,1.463542,0.288665,0.315928,0.328721,0.471788,0.454602
1000,4,2,23,1.460422,0.295211,0.309068,0.324393,0.469510,0.456148
1000,4,2,24,1.454298,0.291565,0.307141,0.327826,0.471853,0.456452
1000,4,2,25,1.456801,0.292562,0.309498,0.328910,0.474775,0.453984
1000,4,2,26,1.457135,0.290902,0.314159,0.325476,0.468008,0.454051
1000,4,2,27,1.459766,0.291307,0.316742,0.324709,0.472388,0.454175
1000,4,2,28,1.455776,0.290712,0.324911,0.329968,0.470649,0.453510
1000,4,2,29,1.455684,0.290537,0.309762,0.324841,0.471104,0.454523
1000,4,2,30,1.454140,0.292838,0.320976,0.328917,0.471520,0.453338
1000,4,2,31,1.461708,0.294997,0.311005,0.325250,0.474256,0.454488
1000,8,4,1,2.540873,0.291285,0.315574,0.329161,0.469895,0.458062
1000,8,4,2,2.522648,0.290837,0.312111,0.320715,0.481106,0.453231
1000,8,4,3,2.544293,0.292149,0.319297,0.328523,0.480502,0.451468
1000,8,4,4,2.523704,0.291230,0.315367,0.325125,0.482430,0.453768
1000,8,4,5,2.525347,0.291529,0.318433,0.330026,0.472927,0.455358
1000,8,4,6,2.545362,0.290660,0.312852,0.325508,0.478580,0.450871
1000,8,4,7,2.536734,0.291671,0.316954,0.329433,0.483466,0.451450
1000,8,4,8,2.546795,0.294497,0.317139,0.323067,0.479847,0.454250
1000,8,4,9,2.540260,0.293046,0.320170,0.325816,0.488757,0.456929
1000,8,4,10,2.521702,0.292190,0.312907,0.323061,0.481930,0.454198
1000,8,4,11,2.542232,0.292072,0.317833,0.327185,0.479614,0.457190
1000,8,4,12,2.542777,0.291751,0.315029,0.324387,0.477209,0.453456
1000,8,4,13,2.522297,0.295132,0.314785,0.332284,0.486307,0.450356
1000,8,4,14,2.547749,0.291163,0.316847,0.328151,0.484834,0.453223
1000,8,4,15,2.539134,0.288246,0.319192,0.328649,0.487903,0.453875
1000,8,4,16,2.544525,0.293001,0.314523,0.324528,0.478426,0.451516
1000,8,4,17,2.531112,0.297304,0.318683,0.329944,0.484793,0.453098
1000,8,4,18,2.533326,0.291831,0.314719,0.324729,0.489323,0.457451
1000,8,4,19,2.544579,0.290757,0.316299,0.326851,0.481441,0.454576
1000,8,4,20,2.531505,0.294600,0.317488,0.327167,0.475815,0.453360
1000,8,4,21,2.525159,0.292492,0.312869,0.331240,0.482468,0.452738
1000,8,4,22,2.537094,0.290560,0.312511,0.327358,0.482748,0.453715
1000,8,4,23,2.539662,0.291140,0.321114,0.331080,0.487983,0.451147
1000,8,4,24,2.538216,0.293376,0.318308,0.326075,0.481692,0.453394
1000,8,4,25,2.527241,0.295010,0.319983,0.328343,0.486084,0.456659
1000,8,4,26,2.537775,0.295314,0.309691,0.326954,0.486231,0.455449
1000,8,4,27,2.543890,0.291081,0.317512,0.327301,0.482909,0.453680
1000,8,4,28,2.544417,0.291276,0.320066,0.328361,0.475668,0.455106
1000,8,4,29,2.542223,0.295041,0.321604,0.330815,0.486724,0.452083
1000,8,4,30,2.530861,0.289595,0.315432,0.327553,0.484388,0.453856
1000,8,4,31,2.540826,0.287687,0.321887,0.333711,0.484384,0.454314
1000,10,4,1,2.525190,0.293248,0.312536,0.325605,0.454765,0.425715
1000,10,4,2,2.521068,0.295398,0.321610,0.331082,0.437675,0.421039
1000,10,4,3,2.518035,0.291618,0.319691,0.327989,0.446510,0.420957
1000,10,4,4,2.525102,0.290143,0.321901,0.327605,0.447210,0.421356
1000,10,4,5,2.520086,0.291394,0.315878,0.324547,0.450938,0.421997
1000,10,4,6,2.523849,0.292850,0.309597,0.331797,0.452192,0.420453
1000,10,4,7,2.524071,0.296619,0.316510,0.329012,0.447607,0.424776
1000,10,4,8,2.519492,0.294618,0.323421,0.327916,0.447813,0.424119
1000,10,4,9,2.530579,0.290673,0.314428,0.326663,0.447600,0.423868
1000,10,4,10,2.530061,0.294120,0.319919,0.329236,0.452722,0.420299
1000,10,4,11,2.515051,0.295016,0.318356,0.326745,0.445923,0.421578
1000,10,4,12,2.530716,0.291800,0.312148,0.331612,0.453244,0.424049
1000,10,4,13,2.526679,0.291255,0.311598,0.329339,0.447503,0.423082
1000,10,4,14,2.516556,0.291015,0.316318,0.329247,0.451205,0.418677
1000,10,4,15,2.526986,0.292376,0.316337,0.329316,0.446249,0.422092
1000,10,4,16,2.530392,0.295772,0.320838,0.330501,0.442708,0.421555
1000,10,4,17,2.526344,0.289848,0.317698,0.327186,0.447410,0.422576
1000,10,4,18,2.517981,0.293002,0.320643,0.326940,0.451482,0.420227
1000,10,4,19,2.518741,0.295775,0.314127,0.329741,0.445665,0.421053
1000,10,4,20,2.521272,0.296029,0.316063,0.330556,0.449445,0.420939
1000,10,4,21,2.528171,0.294102,0.312640,0.327189,0.452450,0.423890
1000,10,4,22,2.520953,0.293088,0.314246,0.328635,0.447734,0.423694
1000,10,4,23,2.519801,0.291632,0.317862,0.325369,0.451623,0.424617
1000,10,4,24,2.521739,0.294766,0.320181,0.330377,0.444211,0.422692
1000,10,4,25,2.521375,0.292459,0.315570,0.327954,0.448596,0.420606
1000,10,4,26,2.523079,0.293392,0.321833,0.329466,0.450485,0.423154
1000,10,4,27,2.523840,0.291414,0.314558,0.329124,0.444655,0.423223
1000,10,4,28,2.529956,0.291056,0.312682,0.330010,0.453750,0.420854
1000,10,4,29,2.523578,0.291380,0.309227,0.329173,0.454268,0.418359
1000,10,4,30,2.524391,0.290583,0.321726,0.329936,0.449710,0.420625
1000,10,4,31,2.521637,0.291581,0.321033,0.325628,0.446140,0.423219
