algorithm,size_mb,key_bits,object_id,tiempo_encryption_s,tiempo_decryption_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_enc_s,tiempo_io_read_enc_s
AES,1000,256,9,7.427034,7.862683,0.301516,0.319663,0.295674,0.314244
AES,1000,256,10,7.411394,7.860081,0.297362,0.316900,0.294978,0.316040
AES,1000,256,11,7.420267,7.881830,0.300903,0.321449,0.300734,0.312170
AES,1000,256,12,7.426373,7.879198,0.296912,0.316427,0.307105,0.315566
AES,1000,256,13,7.437401,7.874947,0.297947,0.319059,0.292762,0.316385
AES,1000,256,14,7.408657,7.887551,0.293934,0.320639,0.292636,0.315814
AES,1000,256,15,7.424147,7.858651,0.304405,0.320273,0.306521,0.312474
AES,1000,256,16,7.440849,7.862228,0.296258,0.316841,0.299398,0.316846
AES,1000,256,17,7.414685,7.863902,0.302545,0.317462,0.288387,0.315707
AES,1000,256,18,7.397792,7.864769,0.293304,0.319932,0.294432,0.315968
AES,1000,256,19,7.441051,7.875374,0.302267,0.320182,0.301928,0.312150
AES,1000,256,20,7.440617,7.863093,0.295049,0.318172,0.302240,0.316614
AES,1000,256,21,7.418954,7.884203,0.301218,0.322481,0.293650,0.315439
AES,1000,256,22,7.429246,7.872219,0.297515,0.319603,0.296166,0.311611
AES,1000,256,23,7.423743,7.862903,0.305520,0.319750,0.299249,0.313592
AES,1000,256,24,7.444754,7.886791,0.301047,0.318317,0.305428,0.316626
AES,1000,256,25,7.435888,7.871216,0.299040,0.321639,0.294986,0.312550
AES,1000,256,26,7.428546,7.856506,0.298299,0.319587,0.294869,0.314313
AES,1000,256,27,7.445269,7.882910,0.304934,0.318911,0.300892,0.313996
AES,1000,256,28,7.457881,7.893425,0.300760,0.320457,0.298968,0.312127
AES,1000,256,29,7.437946,7.875029,0.300679,0.322387,0.296151,0.314109
AES,1000,256,30,7.419191,7.857285,0.297799,0.318617,0.291890,0.313771
AES,1000,256,31,7.433523,7.858235,0.308618,0.319237,0.301938,0.313909
CHACHA20,1,256,1,0.004369,0.004164,0.000440,0.023744,0.000408,0.023396
CHACHA20,1,256,2,0.004176,0.003988,0.000247,0.000369,0.000380,0.000257
CHACHA20,1,256,3,0.004124,0.003978,0.000263,0.000189,0.000369,0.000250
CHACHA20,1,256,4,0.004128,0.003986,0.000252,0.000229,0.000385,0.000260
CHACHA20,1,256,5,0.004157,0.003976,0.000269,0.000189,0.000380,0.000253
CHACHA20,1,256,6,0.004110,0.004091,0.000230,0.000219,0.000347,0.000287
CHACHA20,1,256,7,0.004095,0.003975,0.000275,0.000192,0.000384,0.000273
CHACHA20,1,256,8,0.004136,0.003996,0.000187,0.000268,0.000373,0.000250
CHACHA20,1,256,9,0.004102,0.003972,0.000264,0.000178,0.000403,0.000280
CHACHA20,1,256,10,0.004160,0.004006,0.000187,0.000276,0.000373,0.000251
CHACHA20,1,256,11,0.004114,0.003961,0.000268,0.000188,0.000372,0.000245
CHACHA20,1,256,12,0.004123,0.003986,0.000243,0.000203,0.000366,0.000257
CHACHA20,1,256,13,0.004153,0.004010,0.000278,0.000193,0.000382,0.000250
CHACHA20,1,256,14,0.004090,0.004087,0.000249,0.000200,0.000351,0.000283
CHACHA20,1,256,15,0.004128,0.003990,0.000270,0.000188,0.000386,0.000241
CHACHA20,1,256,16,0.004133,0.003972,0.000188,0.000263,0.000411,0.000260
CHACHA20,1,256,17,0.004090,0.003979,0.000264,0.000180,0.000392,0.000273
CHACHA20,1,256,18,0.004147,0.004008,0.000197,0.000274,0.000375,0.000255
CHACHA20,1,256,19,0.004110,0.003969,0.000265,0.000192,0.000359,0.000246
CHACHA20,1,256,20,0.004123,0.003977,0.000278,0.000190,0.000383,0.000261
CHACHA20,1,256,21,0.004150,0.004004,0.000270,0.000187,0.000386,0.000252
CHACHA20,1,256,22,0.004105,0.004096,0.000241,0.000198,0.000349,0.000282
CHACHA20,1,256,23,0.004115,0.003972,0.000278,0.000191,0.000418,0.000245
CHACHA20,1,256,24,0.004134,0.003970,0.000187,0.000274,0.000373,0.000257
CHACHA20,1,256,25,0.004215,0.004039,0.000279,0.000199,0.000379,0.000325
CHACHA20,1,256,26,0.004153,0.003996,0.000314,0.000298,0.000364,0.000258
CHACHA20,1,256,27,0.004108,0.003974,0.000264,0.000189,0.000368,0.000252
CHACHA20,1,256,28,0.004125,0.003985,0.000235,0.000214,0.000377,0.000287
CHACHA20,1,256,29,0.004152,0.003983,0.000266,0.000185,0.000385,0.000256
