algorithm,size_mb,key_bits,object_id,tiempo_encryption_s,tiempo_decryption_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_enc_s,tiempo_io_read_enc_s
CHACHA20,10,256,3,0.023830,0.023464,0.005878,0.002078,0.005809,0.002065
CHACHA20,10,256,4,0.023564,0.023686,0.005880,0.002021,0.005803,0.002074
CHACHA20,10,256,5,0.023528,0.023390,0.005882,0.002057,0.005827,0.002018
CHACHA20,10,256,6,0.023849,0.023458,0.005918,0.002043,0.005861,0.002106
CHACHA20,10,256,7,0.023582,0.023671,0.005908,0.002046,0.005848,0.002076
CHACHA20,10,256,8,0.023480,0.026275,0.005896,0.003665,0.005813,0.003761
CHACHA20,10,256,9,0.023809,0.023446,0.005890,0.002060,0.005804,0.002047
CHACHA20,10,256,10,0.023545,0.023777,0.005902,0.002103,0.005850,0.002033
CHACHA20,10,256,11,0.023542,0.023431,0.005895,0.002092,0.005785,0.002096
CHACHA20,10,256,12,0.023812,0.023425,0.005913,0.002021,0.005860,0.002032
CHACHA20,10,256,13,0.023578,0.023810,0.005883,0.002057,0.005783,0.002016
CHACHA20,10,256,14,0.023509,0.023452,0.005913,0.002052,0.005831,0.002099
CHACHA20,10,256,15,0.023820,0.023423,0.006107,0.002120,0.005818,0.002075
CHACHA20,10,256,16,0.023498,0.026398,0.005858,0.003211,0.005816,0.003777
CHACHA20,10,256,17,0.023541,0.023421,0.005898,0.002070,0.005808,0.002007
CHACHA20,10,256,18,0.023917,0.023424,0.005909,0.002085,0.005806,0.002080
CHACHA20,10,256,19,0.023573,0.023693,0.005879,0.002089,0.005801,0.002114
CHACHA20,10,256,20,0.023537,0.023434,0.005888,0.002024,0.005796,0.002039
CHACHA20,10,256,21,0.023890,0.023451,0.005885,0.002051,0.005807,0.002043
CHACHA20,10,256,22,0.023537,0.023816,0.005914,0.002029,0.005813,0.002103
CHACHA20,10,256,23,0.023565,0.023451,0.005850,0.002027,0.005842,0.002062
CHACHA20,10,256,24,0.023775,0.026116,0.005864,0.003232,0.005861,0.003808
CHACHA20,10,256,25,0.023534,0.023718,0.005908,0.002087,0.005754,0.002053
CHACHA20,10,256,26,0.023577,0.023412,0.005881,0.002082,0.005832,0.002023
CHACHA20,10,256,27,0.023838,0.023420,0.005869,0.002082,0.005801,0.002061
CHACHA20,10,256,28,0.023562,0.023679,0.005833,0.002001,0.005805,0.002071
CHACHA20,10,256,29,0.023559,0.023373,0.005873,0.002048,0.005783,0.002047
CHACHA20,10,256,30,0.023839,0.023480,0.005865,0.002027,0.005841,0.002075
CHACHA20,10,256,31,0.023538,0.023671,0.005870,0.002070,0.005852,0.002079
CHACHA20,50,256,1,0.141743,0.141670,0.030686,0.022971,0.029644,0.021388
CHACHA20,50,256,2,0.141848,0.140621,0.029656,0.023436,0.043818,0.021474
CHACHA20,50,256,3,0.140529,0.142217,0.029691,0.023754,0.028936,0.021839
CHACHA20,50,256,4,0.141123,0.142571,0.029309,0.022589,0.045173,0.022551
CHACHA20,50,256,5,0.142764,0.141540,0.029201,0.022863,0.029737,0.023149
CHACHA20,50,256,6,0.141251,0.142640,0.029697,0.023172,0.050409,0.022267
CHACHA20,50,256,7,0.140730,0.140498,0.030019,0.023418,0.029285,0.022497
CHACHA20,50,256,8,0.142032,0.140675,0.029780,0.023992,0.045962,0.021691
CHACHA20,50,256,9,0.141122,0.142743,0.029271,0.023432,0.030033,0.023263
CHACHA20,50,256,10,0.141383,0.141354,0.029295,0.022988,0.029817,0.023045
CHACHA20,50,256,11,0.142538,0.141447,0.047740,0.022896,0.029752,0.023477
CHACHA20,50,256,12,0.140768,0.142024,0.029968,0.023526,0.029418,0.022395
CHACHA20,50,256,13,0.140772,0.140810,0.048389,0.023973,0.029023,0.022335
CHACHA20,50,256,14,0.142513,0.141226,0.029489,0.022965,0.045018,0.022463
CHACHA20,50,256,15,0.141222,0.142784,0.029168,0.022894,0.029750,0.022836
CHACHA20,50,256,16,0.141262,0.141434,0.029882,0.023197,0.047428,0.022598
CHACHA20,50,256,17,0.142174,0.140760,0.030038,0.023458,0.029291,0.022450
CHACHA20,50,256,18,0.140571,0.142127,0.029856,0.023751,0.045721,0.021625
CHACHA20,50,256,19,0.140992,0.141262,0.029363,0.023012,0.029749,0.023266
CHACHA20,50,256,20,0.142581,0.141227,0.029334,0.023075,0.046379,0.022596
CHACHA20,50,256,21,0.141262,0.143159,0.029839,0.022801,0.029702,0.023505
CHACHA20,50,256,22,0.140797,0.140748,0.029876,0.023475,0.047653,0.021718
CHACHA20,50,256,23,0.141968,0.140958,0.029870,0.023770,0.029313,0.022519
CHACHA20,50,256,24,0.141118,0.142614,0.029294,0.023137,0.045696,0.022652
CHACHA20,50,256,25,0.141270,0.141390,0.029372,0.023021,0.029887,0.023509
CHACHA20,50,256,26,0.142892,0.141130,0.029819,0.023329,0.043169,0.022716
CHACHA20,50,256,27,0.141302,0.143287,0.029120,0.022246,0.431081,0.021733
CHACHA20,50,256,28,0.141133,0.141779,0.646700,0.024134,0.482613,0.021569
CHACHA20,50,256,29,0.143051,0.142248,0.454887,0.023298,0.549761,0.022478
CHACHA20,50,256,30,0.141905,0.143807,0.376266,0.022574,0.481698,0.022430
CHACHA20,50,256,31,0.141593,0.141627,0.416518,0.022945,0.505801,0.023000
CHACHA20,100,256,1,0.284832,0.282058,0.910790,0.041055,0.564350,0.041032
CHACHA20,100,256,2,0.280540,0.282303,0.821315,0.044831,0.891616,0.040728
CHACHA20,100,256,3,0.281404,0.281360,0.963979,0.046055,0.550512,0.040691
CHACHA20,100,256,4,0.285413,0.282514,0.829461,0.042587,0.801311,0.041439
CHACHA20,100,256,5,0.282324,0.284378,0.772336,0.043441,0.837193,0.042759
CHACHA20,100,256,6,0.282482,0.280505,0.823989,0.043944,0.823001,0.066708
CHACHA20,100,256,7,0.284640,0.282416,0.766986,0.044293,0.854127,0.041396
CHACHA20,100,256,8,0.283017,0.285290,0.783930,0.043270,0.781542,0.042648
CHACHA20,100,256,9,0.282798,0.282212,0.782730,0.042110,0.466587,0.042272
CHACHA20,100,256,10,0.284729,0.281932,0.086197,0.043628,0.096753,0.042568
CHACHA20,100,256,11,0.281090,0.283510,0.085246,0.044402,0.090331,0.040947
CHACHA20,100,256,12,0.281297,0.281677,0.084500,0.045024,0.106857,0.040884
CHACHA20,100,256,13,0.285033,0.282569,0.084381,0.044055,0.085710,0.043018
CHACHA20,100,256,14,0.281975,0.285613,0.084842,0.043103,0.089717,0.041796
CHACHA20,100,256,15,0.282224,0.281844,0.085887,0.043442,0.103385,0.042526
CHACHA20,100,256,16,0.284335,0.281152,0.088886,0.044313,0.090429,0.041207
CHACHA20,100,256,17,0.281287,0.285191,0.087297,0.044729,0.090680,0.041110
CHACHA20,100,256,18,0.282222,0.282207,0.085611,0.044021,0.101413,0.042467
CHACHA20,100,256,19,0.284522,0.282366,0.084647,0.042907,0.092384,0.041624
CHACHA20,100,256,20,0.281866,0.284849,0.086957,0.043332,0.086668,0.042792
CHACHA20,100,256,21,0.280940,0.280630,0.085382,0.044240,0.088735,0.040991
CHACHA20,100,256,22,0.283638,0.282370,0.085673,0.044734,0.091152,0.041179
CHACHA20,100,256,23,0.282298,0.285224,0.084422,0.043948,0.092795,0.042573
CHACHA20,100,256,24,0.282213,0.282345,0.093863,0.042971,0.091161,0.041688
CHACHA20,100,256,25,0.285078,0.281789,0.087201,0.043653,0.087393,0.042828
CHACHA20,100,256,26,0.280887,0.283456,0.090195,0.043989,0.091118,0.041246
CHACHA20,100,256,27,0.281214,0.282085,0.095440,0.044619,0.091692,0.041042
CHACHA20,100,256,28,0.285405,0.282620,0.083159,0.043901,0.092287,0.042703
CHACHA20,100,256,29,0.281699,0.285206,0.083460,0.042954,0.086013,0.041773
CHACHA20,100,256,30,0.282075,0.281902,0.085304,0.043443,0.094650,0.042428
CHACHA20,100,256,31,0.284609,0.280921,0.086874,0.044319,0.091067,0.041023
CHACHA20,1000,256,1,2.812867,2.856475,1.028994,0.370933,0.991847,0.410012
CHACHA20,1000,256,2,2.794252,2.816175,0.952594,0.407288,0.901229,0.405709
CHACHA20,1000,256,3,2.817247,2.812839,3.179135,0.427116,7.499977,0.418415
CHACHA20,1000,256,4,2.792846,2.842099,8.695892,0.420502,0.947418,0.427340
CHACHA20,1000,256,5,2.797507,2.813905,0.957536,0.410934,0.924696,0.414871
CHACHA20,1000,256,6,2.823067,2.817364,0.949915,0.403276,0.945257,0.404187
CHACHA20,1000,256,7,2.796477,2.841081,0.955960,0.413275,0.944266,0.407308
CHACHA20,1000,256,8,2.795986,2.814546,0.965211,0.413421,8.535065,0.418694
CHACHA20,1000,256,9,2.817789,2.813450,8.702675,0.401436,11.909365,0.447116
CHACHA20,1000,256,10,2.791121,2.839017,9.138378,0.421344,1.621298,0.437448
CHACHA20,1000,256,11,2.791363,2.812098,1.221632,0.413309,1.220788,0.436826
CHACHA20,1000,256,12,2.821024,2.812565,1.203529,0.409919,1.253548,0.441602
CHACHA20,1000,256,13,2.797067,2.841878,1.221477,0.416107,1.213519,0.437639
CHACHA20,1000,256,14,2.793114,2.818821,1.213609,0.412915,0.944582,0.402086
CHACHA20,1000,256,15,2.825212,2.819020,9.814683,0.403468,9.749599,0.447828
CHACHA20,1000,256,16,2.796371,2.836050,1.678616,0.413379,0.940036,0.413240
CHACHA20,1000,256,17,2.797014,2.815715,0.955555,0.410183,0.945957,0.411188
CHACHA20,1000,256,18,2.828027,2.823885,0.951509,0.408025,0.954093,0.402264
CHACHA20,1000,256,19,2.798557,2.842499,0.954258,0.412872,0.947403,0.410846
CHACHA20,1000,256,20,2.796058,2.815860,0.952729,0.408430,0.940802,0.407700
CHACHA20,1000,256,21,2.822056,2.811706,0.951666,0.414752,1.719422,0.445700
CHACHA20,1000,256,22,2.794065,2.842649,8.766586,0.420236,8.210039,0.420545
CHACHA20,1000,256,23,2.795735,2.818122,1.337599,0.408647,0.956409,0.408456
CHACHA20,1000,256,24,2.818940,2.812813,0.942732,0.410299,0.942635,0.427796
CHACHA20,1000,256,25,2.797862,2.840418,0.954440,0.416370,0.946420,0.405662
CHACHA20,1000,256,26,2.794032,2.842314,0.948596,0.406976,0.947351,0.405826
CHACHA20,1000,256,27,2.821223,2.811113,0.960654,0.416359,0.907226,0.403873
CHACHA20,1000,256,28,2.787109,2.838567,0.940379,0.415704,0.947843,0.403005
CHACHA20,1000,256,29,2.804178,2.818140,0.931280,0.414176,6.263013,0.441043
CHACHA20,1000,256,30,2.826261,2.816130,8.742422,0.423402,2.595298,0.432398
CHACHA20,1000,256,31,2.795803,2.836295,0.952137,0.410550,0.954687,0.433811
