algoritmo,size_mb,object_id,time_seconds,tiempo_io_write_orig_s,tiempo_io_read_orig_s
HMAC_SHA256,10,27,0.005466,0.006047,0.002116
HMAC_SHA256,10,28,0.005454,0.006090,0.002112
HMAC_SHA256,10,29,0.005454,0.005982,0.002171
HMAC_SHA256,10,30,0.005462,0.006058,0.002133
HMAC_SHA256,10,31,0.005438,0.006000,0.002123
HMAC_SHA256,50,1,0.026873,0.030507,0.023314
HMAC_SHA256,50,2,0.026690,0.029243,0.023669
HMAC_SHA256,50,3,0.026643,0.429805,0.024025
HMAC_SHA256,50,4,0.026667,0.507714,0.024442
HMAC_SHA256,50,5,0.026661,0.419635,0.024087
HMAC_SHA256,50,6,0.026671,0.402883,0.024064
HMAC_SHA256,50,7,0.026650,0.413051,0.023963
HMAC_SHA256,50,8,0.026802,0.126096,0.023389
HMAC_SHA256,50,9,0.026636,0.504339,0.024327
HMAC_SHA256,50,10,0.026636,0.431008,0.024150
HMAC_SHA256,50,11,0.026639,0.428432,0.024413
HMAC_SHA256,50,12,0.026721,0.400636,0.024089
HMAC_SHA256,50,13,0.026633,0.403998,0.023937
HMAC_SHA256,50,14,0.026641,0.474098,0.024257
HMAC_SHA256,50,15,0.026640,0.465711,0.024492
HMAC_SHA256,50,16,0.026652,0.440343,0.024481
HMAC_SHA256,50,17,0.026648,0.418849,0.024245
HMAC_SHA256,50,18,0.026659,0.381279,0.023830
HMAC_SHA256,50,19,0.026656,0.405704,0.024222
HMAC_SHA256,50,20,0.026760,0.057256,0.023501
HMAC_SHA256,50,21,0.026635,0.448368,0.024448
HMAC_SHA256,50,22,0.026668,0.457390,0.023871
HMAC_SHA256,50,23,0.026663,0.482961,0.023968
HMAC_SHA256,50,24,0.026642,0.415209,0.024050
HMAC_SHA256,50,25,0.026635,0.487424,0.024024
HMAC_SHA256,50,26,0.026782,0.115962,0.023301
HMAC_SHA256,50,27,0.026656,0.420278,0.024245
HMAC_SHA256,50,28,0.026658,0.405450,0.023844
HMAC_SHA256,50,29,0.026655,0.382122,0.023978
HMAC_SHA256,50,30,0.026643,0.422233,0.023540
HMAC_SHA256,50,31,0.026667,0.398769,0.024593
HMAC_SHA256,100,1,0.053662,0.510763,0.042708
HMAC_SHA256,100,2,0.053240,0.844536,0.044811
HMAC_SHA256,100,3,0.054174,0.554041,0.045560
HMAC_SHA256,100,4,0.053293,0.873057,0.044405
HMAC_SHA256,100,5,0.054193,0.546575,0.045396
HMAC_SHA256,100,6,0.053276,0.858673,0.044521
HMAC_SHA256,100,7,0.053630,0.517817,0.045357
HMAC_SHA256,100,8,0.053259,0.729612,0.044668
HMAC_SHA256,100,9,0.053268,0.091069,0.046213
HMAC_SHA256,100,10,0.053264,0.089205,0.045433
HMAC_SHA256,100,11,0.053285,0.094796,0.045547
HMAC_SHA256,100,12,0.053246,0.086968,0.045561
HMAC_SHA256,100,13,0.053253,0.095181,0.045583
HMAC_SHA256,100,14,0.053265,0.088336,0.045594
HMAC_SHA256,100,15,0.053267,0.095400,0.045485
HMAC_SHA256,100,16,0.053276,0.089662,0.045505
HMAC_SHA256,100,17,0.053247,0.092979,0.045784
HMAC_SHA256,100,18,0.053282,0.086101,0.045438
HMAC_SHA256,100,19,0.053263,0.095221,0.045469
HMAC_SHA256,100,20,0.053256,0.086811,0.045969
HMAC_SHA256,100,21,0.053281,0.095872,0.045559
HMAC_SHA256,100,22,0.053278,0.086765,0.045462
HMAC_SHA256,100,23,0.053263,0.096379,0.045696
HMAC_SHA256,100,24,0.053265,0.088680,0.045533
HMAC_SHA256,100,25,0.053284,0.095864,0.045616
HMAC_SHA256,100,26,0.053247,0.096962,0.045626
HMAC_SHA256,100,27,0.053292,0.085899,0.046018
HMAC_SHA256,100,28,0.053245,0.086453,0.045589
HMAC_SHA256,100,29,0.053285,0.094905,0.045463
HMAC_SHA256,100,30,0.053266,0.087353,0.045387
HMAC_SHA256,100,31,0.053315,0.096473,0.045436
HMAC_SHA256,1000,1,0.532177,1.060538,0.381036
HMAC_SHA256,1000,2,0.532146,1.041139,0.408914
HMAC_SHA256,1000,3,0.531980,1.062041,0.405183
HMAC_SHA256,1000,4,0.532242,1.039471,0.411097
HMAC_SHA256,1000,5,0.532092,1.066708,0.411682
HMAC_SHA256,1000,6,0.532329,1.057422,0.415267
HMAC_SHA256,1000,7,0.532236,1.923874,0.423790
HMAC_SHA256,1000,8,0.531869,8.437807,0.430401
HMAC_SHA256,1000,9,0.532139,8.417016,0.420551
HMAC_SHA256,1000,10,0.532004,1.335707,0.419739
HMAC_SHA256,1000,11,0.532093,1.334126,0.415298
HMAC_SHA256,1000,12,0.533201,1.324483,0.416271
HMAC_SHA256,1000,13,0.531835,1.367893,0.418058
HMAC_SHA256,1000,14,0.531930,1.337145,0.418243
HMAC_SHA256,1000,15,0.532028,1.327380,0.412075
HMAC_SHA256,1000,16,0.531911,1.328971,0.416534
HMAC_SHA256,1000,17,0.532094,1.327296,0.413354
HMAC_SHA256,1000,18,0.531956,1.342072,0.418142
HMAC_SHA256,1000,19,0.533178,1.329064,0.412334
HMAC_SHA256,1000,20,0.533321,1.332105,0.418576
HMAC_SHA256,1000,21,0.533273,10.420038,0.423450
HMAC_SHA256,1000,22,0.533332,9.527007,0.427465
HMAC_SHA256,1000,23,0.533284,2.511068,0.413128
HMAC_SHA256,1000,24,0.533312,1.029160,0.413665
HMAC_SHA256,1000,25,0.533345,1.047690,0.413712
HMAC_SHA256,1000,26,0.533281,1.056649,0.402655
HMAC_SHA256,1000,27,0.533284,1.065073,0.409717
HMAC_SHA256,1000,28,0.531756,1.041681,0.408422
HMAC_SHA256,1000,29,0.533327,1.057830,0.409855
HMAC_SHA256,1000,30,0.532032,1.037267,0.411289
HMAC_SHA256,1000,31,0.533351,1.029607,0.400647
