stage,stage_name,workers,objects,input_stage_seconds,input_compression_seconds,input_hash_seconds,input_crypto_seconds,application_seconds,output_stage_seconds,output_compression_seconds,output_hash_seconds,output_crypto_seconds,total_seconds,input_requirement_1,input_requirement_1_seconds,input_requirement_2,input_requirement_2_seconds,input_requirement_3,input_requirement_3_seconds,output_requirement_1,output_requirement_1_seconds,output_requirement_2,output_requirement_2_seconds,output_requirement_3,output_requirement_3_seconds
1,stage1,8,50,0.000000,0.000000,0.000000,0.000000,25.300283,21.946826,10.973413,10.973413,0.000000,47.247109,,0.000000,,0.000000,,0.000000,hash_calculate:SHA256,10.973413,compress:ZLIB,10.973413,,0.000000
2,stage2,8,50,21.946826,10.973413,10.973413,0.000000,11.160272,21.946827,0.000000,10.973414,10.973413,55.053924,uncompress:ZLIB,10.973413,hash_verify:SHA256,10.973413,,0.000000,encrypt:RS,10.973413,hash_calculate:BLAKE3,10.973414,,0.000000
3,stage3,8,50,21.946830,0.000000,10.973415,10.973415,12.841127,32.920238,10.973414,10.973412,10.973412,67.708195,hash_verify:BLAKE3,10.973415,unencrypt:RS,10.973415,,0.000000,compress:LZ4,10.973414,encrypt:RS,10.973412,hash_calculate:SHA3_256,10.973412
4,stage4,8,50,32.920239,10.973415,10.973412,10.973412,13.171617,10.973415,0.000000,10.973415,0.000000,57.065272,hash_verify:SHA3_256,10.973412,unencrypt:RS,10.973412,uncompress:LZ4,10.973415,hash_calculate:SHA256,10.973415,,0.000000,,0.000000
