stage,stage_name,pipeline,task_index,task_name,algorithm,jobs,wall_seconds,avg_wall_seconds,simulated_seconds,avg_simulated_seconds
1,stage1,application,0,application,,8,0.533298,0.066662,187.178771,23.397346
1,stage1,output,0,hash_calculate,SHA256,8,0.552243,0.069030,79.423809,9.927976
1,stage1,output,1,compress,ZLIB,8,0.584719,0.073090,79.240232,9.905029
1,stage1,combined,-1,combined,,24,1.670261,0.069594,345.842812,14.410117
2,stage2,input,0,uncompress,ZLIB,8,0.599865,0.074983,79.038274,9.879784
2,stage2,input,1,hash_verify,SHA256,8,0.611019,0.076377,79.038274,9.879784
2,stage2,application,0,application,,8,0.600236,0.075030,81.375669,10.171959
2,stage2,output,0,encrypt,RS,8,0.601455,0.075182,79.038274,9.879784
2,stage2,output,1,hash_calculate,BLAKE3,8,0.586098,0.073262,79.038276,9.879784
2,stage2,combined,-1,combined,,40,2.998673,0.074967,397.528767,9.938219
3,stage3,input,0,hash_verify,BLAKE3,8,0.594347,0.074293,79.871841,9.983980
3,stage3,input,1,unencrypt,RS,8,0.597704,0.074713,79.881671,9.985209
3,stage3,application,0,application,,8,0.594453,0.074307,95.201803,11.900225
3,stage3,output,0,compress,LZ4,8,0.596492,0.074562,79.267150,9.908394
3,stage3,output,1,encrypt,RS,8,0.598358,0.074795,79.038273,9.879784
3,stage3,output,2,hash_calculate,SHA3_256,8,0.594005,0.074251,79.038273,9.879784
3,stage3,combined,-1,combined,,48,3.575358,0.074487,492.299011,10.256229
4,stage4,input,0,hash_verify,SHA3_256,8,0.594037,0.074255,79.038282,9.879785
4,stage4,input,1,unencrypt,RS,8,0.583029,0.072879,79.038273,9.879784
4,stage4,input,2,uncompress,LZ4,8,0.595546,0.074443,79.038285,9.879786
4,stage4,application,0,application,,8,0.589484,0.073685,97.641568,12.205196
4,stage4,output,0,hash_calculate,SHA256,8,0.536662,0.067083,79.038277,9.879785
4,stage4,combined,-1,combined,,40,2.898758,0.072469,413.794685,10.344867
