algoritmo,size_mb,object_id,ratio_compresion,tiempo_compresion_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_comp_s,tiempo_io_read_comp_s,tiempo_descompresion_s
ZLIB,10,3,154.49x,0.038579,0.005611,0.002007,0.000165,0.000017,0.009556
ZLIB,10,4,154.49x,0.038482,0.005603,0.002050,0.000168,0.000017,0.007021
ZLIB,10,5,154.49x,0.038441,0.005639,0.002065,0.000175,0.001340,0.011472
ZLIB,10,6,154.49x,0.038756,0.005601,0.002070,0.000173,0.000017,0.009802
ZLIB,10,7,154.49x,0.038589,0.005670,0.002058,0.000176,0.000018,0.007040
ZLIB,10,8,154.49x,0.038932,0.005635,0.002097,0.000170,0.000885,0.010644
ZLIB,10,9,154.49x,0.038480,0.005663,0.002053,0.000172,0.000019,0.007064
ZLIB,10,10,154.49x,0.038554,0.005568,0.001978,0.000170,0.000017,0.007976
ZLIB,10,11,154.49x,0.038611,0.005607,0.002100,0.000162,0.000020,0.007008
ZLIB,10,12,154.49x,0.038677,0.005632,0.002070,0.000174,0.000020,0.007054
ZLIB,10,13,154.49x,0.038795,0.005567,0.002111,0.000168,0.000017,0.008066
ZLIB,10,14,154.49x,0.044043,0.005661,0.002052,0.000169,0.000018,0.007060
ZLIB,10,15,154.49x,0.038751,0.005584,0.003071,0.000176,0.000020,0.010576
ZLIB,10,16,154.49x,0.038520,0.005512,0.002023,0.000172,0.000019,0.007017
ZLIB,10,17,154.49x,0.038564,0.006020,0.002025,0.000166,0.000016,0.010577
ZLIB,10,18,154.49x,0.038547,0.005994,0.002143,0.000165,0.000017,0.007071
ZLIB,10,19,154.49x,0.038402,0.005982,0.002065,0.000165,0.000017,0.006997
