stage,stage_name,workers,objects,input_stage_seconds,input_compression_seconds,input_hash_seconds,input_crypto_seconds,application_seconds,output_stage_seconds,output_compression_seconds,output_hash_seconds,output_crypto_seconds,total_seconds,input_requirement_1,input_requirement_1_seconds,input_requirement_2,input_requirement_2_seconds,input_requirement_3,input_requirement_3_seconds,output_requirement_1,output_requirement_1_seconds,output_requirement_2,output_requirement_2_seconds,output_requirement_3,output_requirement_3_seconds
1,stage1,8,100,0.000000,0.000000,0.000000,0.000000,55.109035,41.254910,20.627455,20.627455,0.000000,96.363945,,0.000000,,0.000000,,0.000000,hash_calculate:SHA256,20.627455,compress:ZLIB,20.627455,,0.000000
2,stage2,8,100,41.254910,20.627455,20.627455,0.000000,20.987934,41.254910,0.000000,20.627455,20.627455,103.497753,uncompress:ZLIB,20.627455,hash_verify:SHA256,20.627455,,0.000000,encrypt:RS,20.627455,hash_calculate:BLAKE3,20.627455,,0.000000
3,stage3,8,100,41.254910,0.000000,20.627455,20.627455,24.825750,61.882364,20.627455,20.627455,20.627455,127.963024,hash_verify:BLAKE3,20.627455,unencrypt:RS,20.627455,,0.000000,compress:LZ4,20.627455,encrypt:RS,20.627455,hash_calculate:SHA3_256,20.627455
4,stage4,8,100,61.882364,20.627455,20.627455,20.627455,28.824650,20.627455,0.000000,20.627455,0.000000,111.334469,hash_verify:SHA3_256,20.627455,unencrypt:RS,20.627455,uncompress:LZ4,20.627455,hash_calculate:SHA256,20.627455,,0.000000,,0.000000
