0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000003	126624.476562	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	125398.132812	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	129581.054688	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
0.000000	0.000000	0.000000	126624.476562	
