stage,stage_name,workers,objects,input_stage_seconds,input_compression_seconds,input_hash_seconds,input_crypto_seconds,application_seconds,output_stage_seconds,output_compression_seconds,output_hash_seconds,output_crypto_seconds,total_seconds,input_requirement_1,input_requirement_1_seconds,input_requirement_2,input_requirement_2_seconds,input_requirement_3,input_requirement_3_seconds,output_requirement_1,output_requirement_1_seconds,output_requirement_2,output_requirement_2_seconds,output_requirement_3,output_requirement_3_seconds
1,stage1,8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,,0.000000,,0.000000,hash_calculate:SHA256,0.000000,compress:ZLIB,0.000000,,0.000000
2,stage2,8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,uncompress:ZLIB,0.000000,hash_verify:SHA256,0.000000,,0.000000,encrypt:RS,0.000000,hash_calculate:BLAKE3,0.000000,,0.000000
3,stage3,8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hash_verify:BLAKE3,0.000000,unencrypt:RS,0.000000,,0.000000,compress:LZ4,0.000000,encrypt:RS,0.000000,hash_calculate:SHA3_256,0.000000
4,stage4,8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,hash_verify:SHA3_256,0.000000,unencrypt:RS,0.000000,uncompress:LZ4,0.000000,hash_calculate:SHA256,0.000000,,0.000000,,0.000000
