stage,stage_name,pipeline,task_index,task_name,algorithm,jobs,wall_seconds,avg_wall_seconds,simulated_seconds,avg_simulated_seconds
1,stage1,application,0,application,,0,0.000000,0.000000,0.000000,0.000000
1,stage1,output,0,hash_calculate,SHA256,0,0.000000,0.000000,0.000000,0.000000
1,stage1,output,1,compress,ZLIB,0,0.000000,0.000000,0.000000,0.000000
1,stage1,combined,-1,combined,,0,0.000000,0.000000,0.000000,0.000000
2,stage2,input,0,uncompress,ZLIB,0,0.000000,0.000000,0.000000,0.000000
2,stage2,input,1,hash_verify,SHA256,0,0.000000,0.000000,0.000000,0.000000
2,stage2,application,0,application,,0,0.000000,0.000000,0.000000,0.000000
2,stage2,output,0,encrypt,RS,0,0.000000,0.000000,0.000000,0.000000
2,stage2,output,1,hash_calculate,BLAKE3,0,0.000000,0.000000,0.000000,0.000000
2,stage2,combined,-1,combined,,0,0.000000,0.000000,0.000000,0.000000
3,stage3,input,0,hash_verify,BLAKE3,0,0.000000,0.000000,0.000000,0.000000
3,stage3,input,1,unencrypt,RS,0,0.000000,0.000000,0.000000,0.000000
3,stage3,application,0,application,,0,0.000000,0.000000,0.000000,0.000000
3,stage3,output,0,compress,LZ4,0,0.000000,0.000000,0.000000,0.000000
3,stage3,output,1,encrypt,RS,0,0.000000,0.000000,0.000000,0.000000
3,stage3,output,2,hash_calculate,SHA3_256,0,0.000000,0.000000,0.000000,0.000000
3,stage3,combined,-1,combined,,0,0.000000,0.000000,0.000000,0.000000
4,stage4,input,0,hash_verify,SHA3_256,0,0.000000,0.000000,0.000000,0.000000
4,stage4,input,1,unencrypt,RS,0,0.000000,0.000000,0.000000,0.000000
4,stage4,input,2,uncompress,LZ4,0,0.000000,0.000000,0.000000,0.000000
4,stage4,application,0,application,,0,0.000000,0.000000,0.000000,0.000000
4,stage4,output,0,hash_calculate,SHA256,0,0.000000,0.000000,0.000000,0.000000
4,stage4,combined,-1,combined,,0,0.000000,0.000000,0.000000,0.000000
