stage,stage_name,pipeline,task_index,task_name,algorithm,jobs,wall_seconds,avg_wall_seconds,simulated_seconds,avg_simulated_seconds
1,stage1,application,0,application,,8,0.543204,0.067901,425.224519,53.153065
1,stage1,output,0,hash_calculate,SHA256,8,0.603218,0.075402,134.257288,16.782161
1,stage1,output,1,compress,ZLIB,8,0.700664,0.087583,133.861795,16.732724
1,stage1,combined,-1,combined,,24,1.847086,0.076962,693.343602,28.889317
2,stage2,input,0,uncompress,ZLIB,8,0.680304,0.085038,133.861795,16.732724
2,stage2,input,1,hash_verify,SHA256,8,0.695015,0.086877,133.861789,16.732724
2,stage2,application,0,application,,8,0.649608,0.081201,155.223828,19.402978
2,stage2,output,0,encrypt,RS,8,0.628740,0.078593,133.861796,16.732725
2,stage2,output,1,hash_calculate,BLAKE3,8,0.607495,0.075937,133.861783,16.732723
2,stage2,combined,-1,combined,,40,3.261163,0.081529,690.670991,17.266775
3,stage3,input,0,hash_verify,BLAKE3,8,0.616808,0.077101,138.124037,17.265505
3,stage3,input,1,unencrypt,RS,8,0.607234,0.075904,138.248969,17.281121
3,stage3,application,0,application,,8,0.595363,0.074420,212.902892,26.612861
3,stage3,output,0,compress,LZ4,8,0.629800,0.078725,133.861780,16.732722
3,stage3,output,1,encrypt,RS,8,0.641960,0.080245,133.861810,16.732726
3,stage3,output,2,hash_calculate,SHA3_256,8,0.674451,0.084306,133.861777,16.732722
3,stage3,combined,-1,combined,,48,3.765616,0.078450,890.861265,18.559610
4,stage4,input,0,hash_verify,SHA3_256,8,0.681318,0.085165,133.861783,16.732723
4,stage4,input,1,unencrypt,RS,8,0.662104,0.082763,133.861783,16.732723
4,stage4,input,2,uncompress,LZ4,8,0.628317,0.078540,133.861793,16.732724
4,stage4,application,0,application,,8,0.602740,0.075342,218.534899,27.316862
4,stage4,output,0,hash_calculate,SHA256,8,0.573456,0.071682,133.861801,16.732725
4,stage4,combined,-1,combined,,40,3.147936,0.078698,753.982058,18.849551
