task,duration_seconds
edge_acquisition,0.6217
edge_acquisition,0.6206
edge_acquisition,0.6245
edge_acquisition,0.6362
edge_acquisition,0.6332
edge_acquisition,0.6249
edge_acquisition,0.6305
edge_acquisition,0.6332
edge_acquisition,0.6282
edge_acquisition,0.6558
edge_acquisition,0.6362
edge_acquisition,0.6432
edge_acquisition,0.6750
edge_acquisition,0.6621
edge_acquisition,0.6874
edge_acquisition,0.6870
edge_acquisition,0.5714
edge_acquisition,0.5736
edge_acquisition,0.5734
edge_acquisition,0.5818
edge_acquisition,0.5861
edge_acquisition,0.5776
edge_acquisition,0.5744
edge_acquisition,0.5972
edge_acquisition,0.5864
edge_acquisition,0.5880
edge_acquisition,0.5829
edge_acquisition,0.5704
edge_acquisition,0.5929
edge_acquisition,0.5746
edge_acquisition,0.5557
edge_acquisition,0.6150
edge_acquisition,0.5758
edge_acquisition,0.5639
edge_acquisition,0.5645
edge_acquisition,0.5669
edge_acquisition,0.5710
edge_acquisition,0.5698
edge_acquisition,0.5803
edge_acquisition,0.5893
edge_acquisition,0.5930
edge_acquisition,0.5912
edge_acquisition,0.5784
edge_acquisition,0.5768
edge_acquisition,0.5930
edge_acquisition,0.6109
edge_acquisition,0.5801
edge_acquisition,0.6221
edge_acquisition,0.5858
edge_acquisition,0.5867
edge_acquisition,0.5921
edge_acquisition,0.5931
edge_acquisition,0.5989
edge_acquisition,0.6098
edge_acquisition,0.6144
edge_acquisition,0.6025
edge_acquisition,0.6069
edge_acquisition,0.6008
edge_acquisition,0.6076
edge_acquisition,0.6186
edge_acquisition,0.6167
edge_acquisition,0.6166
edge_acquisition,0.6325
edge_acquisition,0.6441
edge_acquisition,0.5701
edge_acquisition,0.5765
edge_acquisition,0.5776
edge_acquisition,0.5653
edge_acquisition,0.5637
edge_acquisition,0.5938
edge_acquisition,0.5789
edge_acquisition,0.5833
edge_acquisition,0.5804
edge_acquisition,0.5799
edge_acquisition,0.5774
edge_acquisition,0.5772
edge_acquisition,0.5980
edge_acquisition,0.5964
edge_acquisition,0.6110
edge_acquisition,0.6354
edge_acquisition,0.5948
edge_acquisition,0.5989
edge_acquisition,0.6105
edge_acquisition,0.5910
edge_acquisition,0.5940
edge_acquisition,0.6101
edge_acquisition,0.5995
edge_acquisition,0.6138
edge_acquisition,0.5883
edge_acquisition,0.6045
edge_acquisition,0.6124
edge_acquisition,0.5963
edge_acquisition,0.6271
edge_acquisition,0.6228
edge_acquisition,0.6210
edge_acquisition,0.6118
integrity_out,0.3126
integrity_out,0.3121
integrity_out,0.3124
integrity_out,0.3118
integrity_out,0.3092
integrity_out,0.3155
integrity_out,0.3118
integrity_out,0.3100
integrity_out,0.3151
integrity_out,0.3083
integrity_out,0.3109
edge_acquisition,0.5144
edge_acquisition,0.5080
edge_acquisition,0.5102
edge_acquisition,0.5218
integrity_out,0.3092
integrity_out,0.3114
integrity_out,0.3150
integrity_out,0.3116
integrity_out,0.3100
integrity_out,0.3124
integrity_out,0.3144
integrity_out,0.3136
integrity_out,0.3125
integrity_out,0.3115
integrity_out,0.3075
integrity_out,0.3086
integrity_out,0.3067
integrity_out,0.3102
integrity_out,0.3155
integrity_out,0.3268
integrity_out,0.3133
integrity_out,0.3154
integrity_out,0.3168
integrity_out,0.3108
integrity_out,0.3144
integrity_out,0.3125
integrity_out,0.3104
integrity_out,0.3097
integrity_out,0.3071
integrity_out,0.3092
integrity_out,0.3080
integrity_out,0.3106
integrity_out,0.3100
integrity_out,0.3121
integrity_out,0.3131
integrity_out,0.3212
integrity_out,0.3172
integrity_out,0.3095
integrity_out,0.3103
integrity_out,0.3099
integrity_out,0.3128
integrity_out,0.3158
integrity_out,0.3136
integrity_out,0.3125
integrity_out,0.3145
integrity_out,0.3138
integrity_out,0.3115
integrity_out,0.3126
integrity_out,0.3286
integrity_out,0.4448
