task,duration_seconds
decrypt_in,0.4131
compress_out,0.4234
decrypt_in,0.4251
compress_out,0.4055
decrypt_in,0.4072
compress_out,0.4292
decrypt_in,0.4300
compress_out,0.3995
decrypt_in,0.4007
compress_out,0.4062
decrypt_in,0.4076
compress_out,0.4024
decrypt_in,0.4036
compress_out,0.4268
decrypt_in,0.4283
compress_out,0.4118
decrypt_in,0.4131
compress_out,0.4085
decrypt_in,0.4099
compress_out,0.4034
decrypt_in,0.4046
compress_out,0.4007
decrypt_in,0.4021
compress_out,0.4089
decrypt_in,0.4099
compress_out,0.4161
decrypt_in,0.4176
compress_out,0.4083
decrypt_in,0.4097
compress_out,0.4261
decrypt_in,0.4277
compress_out,0.4112
decrypt_in,0.4125
compress_out,0.4197
decrypt_in,0.4211
compress_out,0.4005
decrypt_in,0.4018
compress_out,0.4199
decrypt_in,0.4214
compress_out,0.4054
decrypt_in,0.4066
compress_out,0.4546
decrypt_in,0.4556
compress_out,0.3986
decrypt_in,0.4002
compress_out,0.4048
decrypt_in,0.4063
compress_out,0.4052
decrypt_in,0.4061
compress_out,0.4233
decrypt_in,0.4245
compress_out,0.4143
decrypt_in,0.4157
compress_out,0.4070
decrypt_in,0.4082
compress_out,0.4098
decrypt_in,0.4112
compress_out,0.4161
decrypt_in,0.4178
compress_out,0.4096
decrypt_in,0.4112
compress_out,0.4248
decrypt_in,0.4263
compress_out,0.4082
decrypt_in,0.4098
compress_out,0.4186
decrypt_in,0.4198
compress_out,0.4007
decrypt_in,0.4024
compress_out,0.4210
decrypt_in,0.4220
compress_out,0.4092
decrypt_in,0.4107
compress_out,0.4346
decrypt_in,0.4360
compress_out,0.4125
decrypt_in,0.4138
compress_out,0.4112
decrypt_in,0.4128
compress_out,0.3998
decrypt_in,0.4012
compress_out,0.4067
decrypt_in,0.4080
compress_out,0.4138
decrypt_in,0.4154
compress_out,0.4112
decrypt_in,0.4133
compress_out,0.4012
decrypt_in,0.4021
compress_out,0.4121
decrypt_in,0.4138
compress_out,0.4023
decrypt_in,0.4039
compress_out,0.4136
decrypt_in,0.4152
compress_out,0.4030
decrypt_in,0.4039
compress_out,0.4157
decrypt_in,0.4170
compress_out,0.4034
decrypt_in,0.4048
compress_out,0.4325
decrypt_in,0.4340
compress_out,0.4116
decrypt_in,0.4128
encrypt_out,0.1023
decode_in,0.1036
encrypt_out,0.0938
decode_in,0.0950
encrypt_out,0.0879
decode_in,0.0890
encrypt_out,0.0953
decode_in,0.0962
encrypt_out,0.0866
decode_in,0.0880
encrypt_out,0.0867
decode_in,0.0884
encrypt_out,0.0966
decode_in,0.0974
encrypt_out,0.0890
decode_in,0.0905
encrypt_out,0.0963
decode_in,0.0981
encrypt_out,0.0950
decode_in,0.0961
encrypt_out,0.0976
decode_in,0.0989
encrypt_out,0.0868
decode_in,0.0887
encrypt_out,0.0987
decode_in,0.0998
encrypt_out,0.0949
decode_in,0.0963
encrypt_out,0.0856
decode_in,0.0868
encrypt_out,0.0867
decode_in,0.0878
encrypt_out,0.0890
decode_in,0.0902
encrypt_out,0.0865
decode_in,0.0878
encrypt_out,0.0893
decode_in,0.0903
encrypt_out,0.0862
decode_in,0.0876
encrypt_out,0.0885
decode_in,0.0897
encrypt_out,0.0877
decode_in,0.0893
encrypt_out,0.0863
decode_in,0.0878
encrypt_out,0.0884
decode_in,0.0895
encrypt_out,0.0873
decode_in,0.0889
encrypt_out,0.0864
decode_in,0.0877
encrypt_out,0.0871
decode_in,0.0887
encrypt_out,0.0866
decode_in,0.0877
encrypt_out,0.0879
decode_in,0.0898
encrypt_out,0.0862
decode_in,0.0875
encrypt_out,0.0948
decode_in,0.0958
encrypt_out,0.0862
decode_in,0.0873
encrypt_out,0.0852
decode_in,0.0860
encrypt_out,0.0890
decode_in,0.0902
encrypt_out,0.0860
decode_in,0.0872
encrypt_out,0.0874
decode_in,0.0886
encrypt_out,0.0875
decode_in,0.0886
encrypt_out,0.0872
decode_in,0.0885
encrypt_out,0.0883
decode_in,0.0894
encrypt_out,0.0869
decode_in,0.0880
encrypt_out,0.0856
decode_in,0.0869
encrypt_out,0.0850
decode_in,0.0858
encrypt_out,0.0868
decode_in,0.0882
encrypt_out,0.0852
decode_in,0.0865
encrypt_out,0.0865
decode_in,0.0878
encrypt_out,0.0860
decode_in,0.0874
encrypt_out,0.0868
decode_in,0.0877
encrypt_out,0.0864
decode_in,0.0876
encrypt_out,0.1004
decode_in,0.1020
encrypt_out,0.1030
decode_in,0.1043
encrypt_out,0.1013
decode_in,0.1026
encrypt_out,0.1015
decode_in,0.1024
encrypt_out,0.1018
decode_in,0.1033
encrypt_out,0.1083
decode_in,0.1095
encrypt_out,0.1039
decode_in,0.1054
encrypt_out,0.1059
decode_in,0.1076
encrypt_out,0.1016
decode_in,0.1043
encrypt_out,0.1015
decode_in,0.1030
encrypt_out,0.1022
decode_in,0.1032
encrypt_out,0.1019
decode_in,0.1032
encrypt_out,0.1007
decode_in,0.1020
encrypt_out,0.1032
decode_in,0.1046
encrypt_out,0.1018
decode_in,0.1030
encrypt_out,0.1020
decode_in,0.1031
encrypt_out,0.1030
decode_in,0.1045
encrypt_out,0.1055
decode_in,0.1070
encrypt_out,0.1038
decode_in,0.1057
encrypt_out,0.1024
decode_in,0.1040
encrypt_out,0.1036
decode_in,0.1045
encrypt_out,0.1017
decode_in,0.1028
encrypt_out,0.1158
decode_in,0.1173
encrypt_out,0.1026
decode_in,0.1040
encrypt_out,0.1017
decode_in,0.1036
encrypt_out,0.1019
decode_in,0.1033
encrypt_out,0.1052
decode_in,0.1067
encrypt_out,0.1018
decode_in,0.1030
encrypt_out,0.1037
decode_in,0.1052
encrypt_out,0.1034
decode_in,0.1049
encrypt_out,0.1100
decode_in,0.1117
encrypt_out,0.1044
decode_in,0.1059
encrypt_out,0.1029
decode_in,0.1045
encrypt_out,0.1017
decode_in,0.1029
encrypt_out,0.1012
decode_in,0.1027
encrypt_out,0.1024
decode_in,0.1032
encrypt_out,0.1019
decode_in,0.1029
encrypt_out,0.1026
decode_in,0.1038
encrypt_out,0.1031
decode_in,0.1044
encrypt_out,0.1046
decode_in,0.1058
encrypt_out,0.1040
decode_in,0.1051
encrypt_out,0.1044
decode_in,0.1054
encrypt_out,0.1027
decode_in,0.1040
encrypt_out,0.1029
decode_in,0.1039
encrypt_out,0.1032
decode_in,0.1045
encrypt_out,0.1023
decode_in,0.1038
encrypt_out,0.1020
decode_in,0.1036
encrypt_out,0.1016
decode_in,0.1029
encrypt_out,0.1028
decode_in,0.1037
encrypt_out,0.1030
decode_in,0.1039
encrypt_out,0.1034
decode_in,0.1044
encrypt_out,0.1075
decode_in,0.1088
encode_out,0.2592
encrypt_out,0.1954
decode_in,0.1970
encode_out,0.2700
decrypt_in,0.1170
encrypt_out,0.1843
decode_in,0.1853
encode_out,0.2612
encode_out,0.2650
encode_out,0.2867
decompress_in,0.7703
encode_out,0.2760
decrypt_in,0.1070
encrypt_out,0.2084
decode_in,0.2095
encode_out,0.2628
encrypt_out,0.1781
decode_in,0.1793
encode_out,0.2660
encrypt_out,0.1891
decode_in,0.1903
encode_out,0.2613
verify_in,0.2674
encrypt_out,0.1862
encode_out,0.2603
encode_out,0.2837
encode_out,0.2869
decompress_in,0.7649
encode_out,0.2750
decrypt_in,0.0982
encrypt_out,0.1818
decode_in,0.1827
encode_out,0.2555
decrypt_in,0.1025
encrypt_out,0.1917
decode_in,0.1928
encode_out,0.2646
decrypt_in,0.1007
encrypt_out,0.1862
decode_in,0.1876
encode_out,0.2650
encode_out,0.2540
encode_out,0.2578
encode_out,0.2669
encode_out,0.2725
encode_out,0.2495
encode_out,0.2498
encode_out,0.2605
encode_out,0.2568
encode_out,0.2636
encode_out,0.2553
encode_out,0.2624
encode_out,0.2529
encode_out,0.2742
encode_out,0.2538
encode_out,0.2611
encode_out,0.2548
encode_out,0.2576
encode_out,0.2499
encode_out,0.2485
encode_out,0.2556
encode_out,0.2603
encode_out,0.2638
encode_out,0.2588
encode_out,0.2562
fog_preprocessing,6.4214
decrypt_in,0.1019
encode_out,0.2604
encrypt_out,0.1818
decode_in,0.1825
encrypt_out,0.1880
decode_in,0.1890
encode_out,0.2680
encrypt_out,0.1933
decode_in,0.1945
encode_out,0.2718
verify_in,0.2851
encode_out,0.2606
encrypt_out,0.1879
decode_in,0.1892
encode_out,0.2571
encode_out,0.2793
encode_out,0.2827
decompress_in,0.8469
decrypt_in,0.1022
encode_out,0.2902
encrypt_out,0.1719
decode_in,0.1729
encode_out,0.2895
encode_out,0.2959
encode_out,0.2945
decompress_in,0.7739
decrypt_in,0.0971
encode_out,0.2744
encrypt_out,0.1905
decode_in,0.1914
encode_out,0.2814
encode_out,0.2964
decompress_in,0.7629
decrypt_in,0.0999
encode_out,0.2960
encrypt_out,0.1719
decode_in,0.1731
encode_out,0.2885
encrypt_out,0.2058
decode_in,0.2071
encrypt_out,0.1873
decode_in,0.1886
encode_out,0.2770
encrypt_out,0.1830
decode_in,0.1842
encode_out,0.2804
encrypt_out,0.1689
decode_in,0.1702
encrypt_out,0.1789
decode_in,0.1806
encode_out,0.2861
encrypt_out,0.1775
decode_in,0.1786
encode_out,0.2783
encrypt_out,0.1836
decode_in,0.1846
encrypt_out,0.1799
decode_in,0.1808
encode_out,0.2821
encrypt_out,0.1775
decode_in,0.1785
encode_out,0.2858
encrypt_out,0.1830
decode_in,0.1838
encrypt_out,0.1737
decode_in,0.1746
encode_out,0.2813
encrypt_out,0.1767
decode_in,0.1778
encrypt_out,0.1850
decode_in,0.1859
encode_out,0.2830
encrypt_out,0.1786
decode_in,0.1801
encode_out,0.2798
encrypt_out,0.1732
decode_in,0.1747
encrypt_out,0.1917
decode_in,0.1929
encode_out,0.2913
encrypt_out,0.1862
decode_in,0.1870
encode_out,0.2869
encrypt_out,0.1794
decode_in,0.1808
encrypt_out,0.1686
decode_in,0.1698
encode_out,0.2719
encrypt_out,0.1751
decode_in,0.1764
encode_out,0.2840
encrypt_out,0.1851
decode_in,0.1860
encrypt_out,0.1833
decode_in,0.1847
encode_out,0.2742
encrypt_out,0.1808
decode_in,0.1823
encode_out,0.2949
encrypt_out,0.1725
decode_in,0.1733
integrity_out,0.0101
encode_out,0.2703
encode_out,0.3162
decompress_in,0.7226
encode_out,0.3079
encrypt_out,0.1889
decode_in,0.1897
decrypt_in,0.0981
decrypt_in,0.1000
encode_out,0.2697
encrypt_out,0.1755
decode_in,0.1768
decrypt_in,0.0985
encode_out,0.2896
encrypt_out,0.1756
decode_in,0.1772
encode_out,0.2845
encode_out,0.2722
encode_out,0.2837
encode_out,0.2693
encode_out,0.2923
encode_out,0.2853
encode_out,0.2811
encode_out,0.2942
encode_out,0.2780
encode_out,0.2784
encode_out,0.2788
encode_out,0.2689
encode_out,0.2721
encode_out,0.2705
encode_out,0.2708
encode_out,0.2782
encode_out,0.2922
encode_out,0.2766
encode_out,0.2779
encode_out,0.2719
encode_out,0.2710
fog_preprocessing,5.8776
encrypt_out,0.1819
decode_in,0.1835
encode_out,0.2817
decrypt_in,0.0994
encrypt_out,0.1827
decode_in,0.1840
encode_out,0.2890
encrypt_out,0.1792
decode_in,0.1806
encrypt_out,0.1857
decode_in,0.1871
encode_out,0.2850
verify_in,0.2681
decompress_in,0.7496
encrypt_out,0.1873
decode_in,0.1888
decrypt_in,0.1010
encrypt_out,0.1831
decode_in,0.1844
encrypt_out,0.1822
decode_in,0.1831
encrypt_out,0.1970
decode_in,0.1985
verify_in,0.2697
decompress_in,0.7870
encrypt_out,0.1833
decode_in,0.1845
decrypt_in,0.0969
encrypt_out,0.1903
decode_in,0.1918
encrypt_out,0.1906
decode_in,0.1919
verify_in,0.2669
decompress_in,0.7914
encrypt_out,0.1768
decode_in,0.1782
decrypt_in,0.0988
encrypt_out,0.1773
decode_in,0.1787
decrypt_in,0.0967
decrypt_in,0.1001
encrypt_out,0.1865
decode_in,0.1881
decrypt_in,0.0988
encrypt_out,0.1787
decode_in,0.1801
decrypt_in,0.0983
decrypt_in,0.0976
encrypt_out,0.1848
decode_in,0.1855
decrypt_in,0.1008
encrypt_out,0.1732
decode_in,0.1745
decrypt_in,0.0977
decrypt_in,0.1003
encrypt_out,0.1801
decode_in,0.1813
decrypt_in,0.1011
encrypt_out,0.1821
decode_in,0.1835
decrypt_in,0.0989
decrypt_in,0.0997
encrypt_out,0.1823
decode_in,0.1834
decrypt_in,0.0967
decrypt_in,0.1020
encrypt_out,0.1994
decode_in,0.2004
decrypt_in,0.0998
encrypt_out,0.1890
decode_in,0.1906
decrypt_in,0.0991
decrypt_in,0.0986
encrypt_out,0.1842
decode_in,0.1857
decrypt_in,0.1054
encrypt_out,0.1799
decode_in,0.1811
decrypt_in,0.0988
decrypt_in,0.0995
encrypt_out,0.1798
decode_in,0.1812
decrypt_in,0.0976
encrypt_out,0.1785
decode_in,0.1797
decrypt_in,0.1018
decrypt_in,0.1008
encrypt_out,0.1688
decode_in,0.1701
decrypt_in,0.0991
encrypt_out,0.1795
decode_in,0.1808
decrypt_in,0.1003
compress_out,0.0242
decrypt_in,0.0246
encrypt_out,0.1769
decode_in,0.1781
encrypt_out,0.1879
decode_in,0.1893
verify_in,0.2676
encrypt_out,0.1899
decode_in,0.1911
decrypt_in,0.1001
decompress_in,0.7383
decompress_in,0.7436
encrypt_out,0.1812
decode_in,0.1826
decrypt_in,0.1009
decompress_in,0.7478
encrypt_out,0.1861
decode_in,0.1874
decrypt_in,0.1008
encrypt_out,0.1898
decode_in,0.1911
encrypt_out,0.1793
decode_in,0.1802
encrypt_out,0.1787
decode_in,0.1802
encrypt_out,0.1845
decode_in,0.1854
encrypt_out,0.1821
decode_in,0.1833
encrypt_out,0.1781
decode_in,0.1795
encrypt_out,0.1841
decode_in,0.1854
encrypt_out,0.1814
decode_in,0.1822
encrypt_out,0.1746
decode_in,0.1758
encrypt_out,0.1904
decode_in,0.1918
encrypt_out,0.1763
decode_in,0.1776
encrypt_out,0.1835
decode_in,0.1849
encrypt_out,0.1740
decode_in,0.1751
encrypt_out,0.1870
decode_in,0.1884
encrypt_out,0.1775
decode_in,0.1788
encrypt_out,0.1783
decode_in,0.1800
encrypt_out,0.1894
decode_in,0.1906
encrypt_out,0.1932
decode_in,0.1946
encrypt_out,0.1770
decode_in,0.1782
encrypt_out,0.1912
decode_in,0.1930
encrypt_out,0.1851
decode_in,0.1865
integrity_out,0.0111
decrypt_in,0.0991
encrypt_out,0.1854
decode_in,0.1867
decompress_in,0.7672
decrypt_in,0.0979
encrypt_out,0.1843
decode_in,0.1858
decrypt_in,0.1002
decrypt_in,0.0990
encrypt_out,0.1823
decode_in,0.1832
fog_preprocessing,5.8696
verify_in,0.2720
decrypt_in,0.1053
decompress_in,0.7493
decrypt_in,0.0996
decrypt_in,0.0989
decrypt_in,0.0998
fog_preprocessing,5.8362
verify_in,0.2786
decrypt_in,0.1174
decompress_in,0.7348
decrypt_in,0.1000
decrypt_in,0.1011
fog_preprocessing,5.8568
verify_in,0.2677
decrypt_in,0.0997
decompress_in,0.7659
decrypt_in,0.1018
decompress_in,0.7881
decompress_in,0.8617
decrypt_in,0.0976
decompress_in,0.8126
decrypt_in,0.0986
decompress_in,0.8016
decompress_in,0.7945
decrypt_in,0.1016
decompress_in,0.7404
decrypt_in,0.0977
decompress_in,0.7953
decompress_in,0.7755
decrypt_in,0.0973
decompress_in,0.7733
decrypt_in,0.1019
decompress_in,0.7893
decompress_in,0.7244
decrypt_in,0.0980
decompress_in,0.8181
decompress_in,0.7985
decrypt_in,0.0999
decompress_in,0.7526
decrypt_in,0.0983
decompress_in,0.8226
decompress_in,0.7518
decrypt_in,0.0979
decompress_in,0.7234
decrypt_in,0.0977
decompress_in,0.7991
decompress_in,0.7286
decrypt_in,0.0979
decompress_in,0.8018
decrypt_in,0.0995
decompress_in,0.7646
decompress_in,0.7251
decrypt_in,0.0998
decompress_in,0.7469
decrypt_in,0.0970
decompress_in,0.7214
encrypt_out,0.0162
decode_in,0.0167
decrypt_in,0.1022
decrypt_in,0.1001
fog_preprocessing,5.8607
decrypt_in,0.1035
decompress_in,0.7233
verify_in,0.2672
verify_in,0.2661
decrypt_in,0.0989
decompress_in,0.7870
verify_in,0.2656
decrypt_in,0.0992
decompress_in,0.7418
decrypt_in,0.0990
decrypt_in,0.0989
decrypt_in,0.0998
decrypt_in,0.1015
decrypt_in,0.1007
decrypt_in,0.0982
decrypt_in,0.1006
decrypt_in,0.0986
decrypt_in,0.0969
decrypt_in,0.0983
decrypt_in,0.0982
decrypt_in,0.0998
decrypt_in,0.0980
decrypt_in,0.0992
decrypt_in,0.1005
decrypt_in,0.0994
decrypt_in,0.1013
decrypt_in,0.0996
decrypt_in,0.0997
decrypt_in,0.1095
decrypt_in,0.1054
compress_out,0.0210
decrypt_in,0.0216
decompress_in,0.7290
decrypt_in,0.0992
verify_in,0.2818
decompress_in,0.8626
decrypt_in,0.0996
decompress_in,0.7619
decompress_in,0.7759
decrypt_in,0.0986
integrity_out,0.0096
fog_preprocessing,5.9042
decompress_in,0.7893
verify_in,0.2681
decompress_in,0.7678
decompress_in,0.7702
decompress_in,0.7695
integrity_out,0.0090
fog_preprocessing,5.8453
decompress_in,0.7987
verify_in,0.2751
decompress_in,0.7894
decompress_in,0.7919
integrity_out,0.0092
fog_preprocessing,5.8274
decompress_in,0.8004
verify_in,0.2655
decompress_in,0.7832
verify_in,0.2652
verify_in,0.2743
decompress_in,0.8127
verify_in,0.2660
decompress_in,0.7948
verify_in,0.2654
verify_in,0.2638
decompress_in,0.8335
verify_in,0.2765
decompress_in,0.8046
verify_in,0.2642
verify_in,0.2644
decompress_in,0.7918
verify_in,0.2650
decompress_in,0.7740
verify_in,0.2717
verify_in,0.2640
decompress_in,0.8040
verify_in,0.2644
verify_in,0.2925
decompress_in,0.7654
verify_in,0.2648
decompress_in,0.7934
verify_in,0.2647
verify_in,0.2645
decompress_in,0.7885
verify_in,0.2733
decompress_in,0.8066
verify_in,0.2645
verify_in,0.2641
decompress_in,0.8162
verify_in,0.2646
decompress_in,0.8010
verify_in,0.2658
verify_in,0.2653
decompress_in,0.7937
verify_in,0.2726
decompress_in,0.7873
verify_in,0.2663
encode_out,0.0331
encrypt_out,0.0420
decode_in,0.0429
decrypt_in,0.0275
decompress_in,0.0322
verify_in,0.0075
decompress_in,0.8108
decompress_in,0.7602
integrity_out,0.0091
decompress_in,0.7702
verify_in,0.2660
cloud_inference,6.9108
fog_preprocessing,5.8498
fog_preprocessing,5.8494
decompress_in,0.8152
verify_in,0.2723
fog_preprocessing,5.8551
decompress_in,0.7903
verify_in,0.2646
decompress_in,0.7709
decompress_in,0.7491
decompress_in,0.7698
decompress_in,0.7979
decompress_in,0.8241
decompress_in,0.8054
decompress_in,0.7955
decompress_in,0.7945
decompress_in,0.7695
decompress_in,0.7907
decompress_in,0.7665
decompress_in,0.8278
decompress_in,0.7653
decompress_in,0.7728
decompress_in,0.7685
decompress_in,0.7946
decompress_in,0.7829
decompress_in,0.8483
decompress_in,0.7985
decompress_in,0.7987
decompress_in,0.7765
encrypt_out,0.0107
decode_in,0.0113
verify_in,0.2653
decompress_in,0.8084
fog_preprocessing,5.8295
verify_in,0.2683
decompress_in,0.7315
verify_in,0.2649
verify_in,0.2657
decompress_in,0.7171
compress_out,0.0159
decrypt_in,0.0166
integrity_out,0.0087
verify_in,0.2640
fog_preprocessing,5.8410
verify_in,0.2673
verify_in,0.2654
verify_in,0.2651
compress_out,0.0165
decrypt_in,0.0172
integrity_out,0.0089
verify_in,0.2659
fog_preprocessing,5.8244
verify_in,0.2666
verify_in,0.2691
compress_out,0.0168
decrypt_in,0.0175
integrity_out,0.0093
verify_in,0.2746
fog_preprocessing,5.8318
verify_in,0.2835
fog_preprocessing,5.8329
fog_preprocessing,5.8130
verify_in,0.2657
fog_preprocessing,5.8189
verify_in,0.2730
fog_preprocessing,5.8165
fog_preprocessing,5.8021
verify_in,0.2726
fog_preprocessing,5.8176
verify_in,0.2718
fog_preprocessing,5.8077
fog_preprocessing,5.8310
verify_in,0.2717
fog_preprocessing,5.8239
verify_in,0.2727
fog_preprocessing,5.8056
fog_preprocessing,5.8233
verify_in,0.2704
fog_preprocessing,5.8091
fog_preprocessing,5.8317
verify_in,0.2730
fog_preprocessing,5.8174
verify_in,0.2682
fog_preprocessing,5.8063
fog_preprocessing,5.8204
verify_in,0.2694
fog_preprocessing,5.8047
verify_in,0.2662
fog_preprocessing,5.8204
fog_preprocessing,5.8067
verify_in,0.2783
fog_preprocessing,5.8015
verify_in,0.2670
fog_preprocessing,5.8162
fog_preprocessing,5.8041
verify_in,0.2670
fog_preprocessing,5.8165
verify_in,0.2682
fog_preprocessing,5.8213
verify_in,0.2662
verify_in,0.2692
compress_out,0.0195
decrypt_in,0.0201
verify_in,0.2699
fog_preprocessing,5.8058
integrity_out,0.0100
integrity_out,0.0095
