task,duration_seconds
edge_acquisition,0.5825
edge_acquisition,0.5991
edge_acquisition,0.5928
edge_acquisition,0.6016
edge_acquisition,0.6114
edge_acquisition,0.6196
edge_acquisition,0.6194
edge_acquisition,0.6528
edge_acquisition,0.5946
edge_acquisition,0.5974
edge_acquisition,0.6007
edge_acquisition,0.6165
edge_acquisition,0.6137
edge_acquisition,0.5883
edge_acquisition,0.5903
edge_acquisition,0.5906
edge_acquisition,0.5910
edge_acquisition,0.6205
edge_acquisition,0.6212
edge_acquisition,0.6100
edge_acquisition,0.6092
edge_acquisition,0.6157
edge_acquisition,0.6215
edge_acquisition,0.6344
edge_acquisition,0.5849
edge_acquisition,0.5994
edge_acquisition,0.6045
edge_acquisition,0.6316
edge_acquisition,0.6126
edge_acquisition,0.6419
edge_acquisition,0.6336
edge_acquisition,0.6337
edge_acquisition,0.6001
edge_acquisition,0.5812
edge_acquisition,0.6086
edge_acquisition,0.5955
edge_acquisition,0.6122
edge_acquisition,0.6327
edge_acquisition,0.6339
edge_acquisition,0.6665
edge_acquisition,0.5960
edge_acquisition,0.6033
edge_acquisition,0.6421
edge_acquisition,0.6247
edge_acquisition,0.6462
edge_acquisition,0.6232
edge_acquisition,0.6260
edge_acquisition,0.6533
edge_acquisition,0.6006
edge_acquisition,0.6081
edge_acquisition,0.6107
edge_acquisition,0.6301
edge_acquisition,0.6657
edge_acquisition,0.6269
edge_acquisition,0.6622
edge_acquisition,0.6640
edge_acquisition,0.6052
edge_acquisition,0.6145
edge_acquisition,0.6101
edge_acquisition,0.6412
edge_acquisition,0.6389
edge_acquisition,0.7600
edge_acquisition,0.7694
edge_acquisition,0.7850
edge_acquisition,0.7499
edge_acquisition,0.7381
edge_acquisition,0.7327
edge_acquisition,0.7325
edge_acquisition,0.7230
edge_acquisition,0.6070
edge_acquisition,0.6047
edge_acquisition,0.5886
edge_acquisition,0.5161
edge_acquisition,0.5259
edge_acquisition,0.5159
edge_acquisition,0.5119
edge_acquisition,0.5067
edge_acquisition,0.5236
edge_acquisition,0.5147
edge_acquisition,0.5329
edge_acquisition,0.5124
edge_acquisition,0.5179
edge_acquisition,0.5187
edge_acquisition,0.5114
edge_acquisition,0.4979
edge_acquisition,0.5159
edge_acquisition,0.5090
edge_acquisition,0.5297
edge_acquisition,0.5160
edge_acquisition,0.5204
edge_acquisition,0.5124
edge_acquisition,0.5233
edge_acquisition,0.5262
edge_acquisition,0.5241
edge_acquisition,0.5109
edge_acquisition,0.5277
integrity_out,0.3147
integrity_out,0.3089
integrity_out,0.3069
edge_acquisition,0.5094
edge_acquisition,0.5123
edge_acquisition,0.5046
edge_acquisition,0.5126
integrity_out,0.3122
integrity_out,0.3000
integrity_out,0.3020
integrity_out,0.2997
integrity_out,0.3010
integrity_out,0.2957
integrity_out,0.2893
integrity_out,0.2787
integrity_out,0.2737
integrity_out,0.2764
integrity_out,0.2827
integrity_out,0.2814
integrity_out,0.2847
integrity_out,0.2779
integrity_out,0.2822
integrity_out,0.2685
integrity_out,0.2751
integrity_out,0.2753
