stage,stage_name,workers,objects,input_stage_seconds,input_compression_seconds,input_hash_seconds,input_crypto_seconds,application_seconds,output_stage_seconds,output_compression_seconds,output_hash_seconds,output_crypto_seconds,total_seconds,input_requirement_1,input_requirement_1_seconds,input_requirement_2,input_requirement_2_seconds,input_requirement_3,input_requirement_3_seconds,output_requirement_1,output_requirement_1_seconds,output_requirement_2,output_requirement_2_seconds,output_requirement_3,output_requirement_3_seconds
1,stage1,8,100,0.000000,0.000000,0.000000,0.000000,62.606159,36.239823,17.852842,18.386981,0.000000,98.845982,,0.000000,,0.000000,,0.000000,hash_calculate:SHA256,18.386981,compress:ZLIB,17.852842,,0.000000
2,stage2,8,100,36.239823,17.852842,18.386981,0.000000,25.688320,39.252558,0.000000,19.606081,19.646477,101.180701,uncompress:ZLIB,17.852842,hash_verify:SHA256,18.386981,,0.000000,encrypt:RS,19.646477,hash_calculate:BLAKE3,19.606081,,0.000000
3,stage3,8,100,39.252564,0.000000,19.606088,19.646477,32.661152,53.558529,17.852845,17.852845,17.852839,125.472246,hash_verify:BLAKE3,19.606088,unencrypt:RS,19.646477,,0.000000,compress:LZ4,17.852845,encrypt:RS,17.852839,hash_calculate:SHA3_256,17.852845
4,stage4,8,100,53.558529,17.852839,17.852845,17.852845,36.113075,17.852845,0.000000,17.852845,0.000000,107.524450,hash_verify:SHA3_256,17.852845,unencrypt:RS,17.852845,uncompress:LZ4,17.852839,hash_calculate:SHA256,17.852845,,0.000000,,0.000000
